origen,destino,distancia_km,tipo_transporte,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,clima,ocupacion_estimada
Santa Lucia,Alpujarra,9.3,Metro,Viernes,5,0,0,2.9,10648,3,Lluvia,56
Estadio,Madera,6.5,Metro,Viernes,10,0,0,2.1,7358,3,Soleado,61
La Estrella,Poblado,7.6,Bus,Lunes,15,0,0,3.7,8322,3,Nublado,28
Envigado,Sabaneta,4.2,Taxi,Miercoles,2,0,0,0.8,4368,3,Nublado,29
Acevedo,Alpujarra,13.7,Taxi,Viernes,12,1,0,3.7,13864,1,Lluvia,88
San Antonio,La Estrella,5.5,Taxi,Sabado,6,1,1,1.9,6264,2,Nublado,19
Aguacatala,Bello,1.8,Caminando,Martes,6,1,0,5.3,2117,3,Nublado,58
San Javier,Exposiciones,5.9,Bus,Martes,23,0,0,2.2,5334,1,Nublado,36
Parque Berrio,Envigado,9.4,Cable,Domingo,18,1,1,6.0,8112,0,Soleado,48
Envigado,Ayura,11.5,Cable,Martes,23,0,0,2.2,10097,3,Lluvia,48
Estadio,Poblado,10.3,Caminando,Lunes,20,0,0,20.7,11557,2,Soleado,71
Industriales,Cisneros,9.4,Metro,Miercoles,21,0,0,3.1,8921,2,Soleado,11
Parque Berrio,Exposiciones,6.9,Cable,Miercoles,22,0,0,1.5,6417,3,Nublado,98
Hospital,Itagui,2.8,Cable,Jueves,1,0,0,1.5,2864,2,Soleado,80
Universidad,Aguacatala,7.2,Caminando,Jueves,23,0,0,14.9,7747,1,Tormenta,45
Hospital,Parque Berrio,8.1,Taxi,Jueves,19,1,0,2.7,9574,2,Soleado,29
Hospital,Bello,4.9,Caminando,Lunes,20,0,0,11.0,4332,2,Nublado,48
Estadio,Hospital,9.3,Taxi,Viernes,16,0,0,1.6,7924,2,Tormenta,14
Cisneros,Hospital,8.3,Caminando,Miercoles,2,0,0,13.6,7951,3,Lluvia,58
Industriales,Niquia,7.7,Taxi,Martes,1,0,0,1.4,7854,0,Soleado,64
Madera,Universidad,14.8,Bus,Sabado,10,0,1,5.0,16990,3,Lluvia,54
Envigado,Cisneros,9.9,Cable,Martes,16,0,0,2.1,9445,0,Lluvia,76
Sabaneta,Hospital,12.8,Bus,Lunes,11,1,0,8.1,10893,1,Lluvia,50
Floresta,Niquia,12.0,Metro,Jueves,18,1,0,23.5,9780,0,Nublado,47
Suramericana,Alpujarra,13.8,Cable,Martes,17,1,0,4.2,11675,2,Soleado,34
Exposiciones,San Javier,2.7,Taxi,Domingo,11,1,1,0.7,2465,3,Tormenta,20
Ayura,Industriales,8.5,Cable,Domingo,15,0,1,1.7,7438,1,Nublado,81
Santa Lucia,Cisneros,9.4,Taxi,Jueves,15,0,0,1.5,8573,1,Nublado,19
Estadio,Universidad,14.5,Taxi,Jueves,11,1,0,3.9,13558,0,Soleado,37
Aguacatala,Santa Lucia,8.3,Metro,Sabado,15,0,1,2.6,8541,2,Soleado,59
Exposiciones,Acevedo,12.0,Metro,Sabado,5,0,1,4.4,13584,1,Soleado,59
Itagui,Alpujarra,10.4,Metro,Viernes,10,0,0,3.0,10608,0,Soleado,79
Madera,Tricentenario,13.2,Bus,Martes,22,0,0,5.6,12052,1,Soleado,33
San Antonio,Exposiciones,1.8,Caminando,Jueves,15,0,0,4.0,1701,2,Tormenta,81
San Javier,Floresta,12.8,Caminando,Jueves,19,1,0,48.7,13978,3,Soleado,46
Alpujarra,Niquia,3.0,Taxi,Martes,2,0,0,0.5,3048,0,Soleado,61
Suramericana,Prado,4.5,Metro,Viernes,17,1,0,2.8,4846,0,Tormenta,23
Prado,Bello,8.9,Caminando,Jueves,8,1,0,25.5,8953,0,Lluvia,74
Bello,Poblado,5.8,Bus,Domingo,14,1,1,3.5,6531,2,Soleado,72
Prado,Tricentenario,3.0,Caminando,Miercoles,2,0,0,18.4,3096,3,Tormenta,32
San Antonio,Universidad,11.5,Caminando,Miercoles,14,1,0,41.7,10338,0,Soleado,60
Parque Berrio,Ayura,2.7,Bus,Viernes,20,0,0,1.4,2678,2,Soleado,27
Suramericana,San Javier,14.4,Cable,Sabado,19,1,1,4.4,17179,3,Tormenta,11
Estadio,Universidad,4.8,Taxi,Domingo,16,0,1,1.2,5299,3,Tormenta,93
Bello,Tricentenario,12.7,Cable,Miercoles,12,1,0,4.6,11176,0,Lluvia,73
Tricentenario,Hospital,4.8,Metro,Lunes,10,0,0,1.9,4675,3,Soleado,10
Ayura,San Antonio,13.3,Caminando,Viernes,9,0,0,26.1,11012,2,Nublado,11
La Estrella,Alpujarra,3.6,Bus,Jueves,6,1,0,1.6,2909,2,Nublado,46
San Javier,Tricentenario,1.1,Bus,Martes,4,0,0,0.3,1206,2,Lluvia,38
Floresta,Acevedo,4.9,Taxi,Miercoles,20,0,0,0.8,5135,1,Lluvia,98
Suramericana,Universidad,10.6,Cable,Jueves,18,1,0,3.4,9095,3,Nublado,39
Madera,Hospital,8.0,Cable,Sabado,18,1,1,2.9,8720,3,Nublado,49
Caribe,Poblado,12.4,Taxi,Martes,16,0,0,2.7,12921,3,Lluvia,54
Tricentenario,Poblado,3.7,Bus,Viernes,9,0,0,1.7,4144,1,Lluvia,49
Parque Berrio,Estadio,3.8,Bus,Viernes,20,0,0,1.2,4062,1,Soleado,52
Bello,Prado,8.8,Taxi,Domingo,11,1,1,2.8,7066,2,Tormenta,60
Aguacatala,Industriales,8.5,Cable,Domingo,22,0,1,1.7,8100,2,Tormenta,20
Floresta,San Javier,5.4,Bus,Miercoles,20,0,0,1.6,4914,3,Lluvia,87
Universidad,Acevedo,2.8,Taxi,Martes,4,0,0,0.6,2663,0,Lluvia,43
Hospital,Niquia,4.9,Metro,Miercoles,12,1,0,2.0,5414,3,Lluvia,55
Santa Lucia,Poblado,2.0,Taxi,Lunes,6,1,0,0.8,1724,2,Nublado,39
Cisneros,Hospital,9.7,Taxi,Sabado,14,1,1,3.5,11485,0,Nublado,91
Parque Berrio,Hospital,6.1,Taxi,Miercoles,19,1,0,2.2,7119,3,Soleado,77
Ayura,Envigado,1.8,Metro,Lunes,16,0,0,0.7,1559,0,Lluvia,83
Itagui,Tricentenario,7.4,Cable,Viernes,8,1,0,2.3,7008,0,Nublado,37
Acevedo,Universidad,4.7,Bus,Domingo,7,1,1,6.3,5410,0,Lluvia,77
Universidad,Cisneros,7.4,Cable,Domingo,14,1,1,4.9,7444,3,Tormenta,55
Exposiciones,Niquia,14.5,Metro,Jueves,14,1,0,7.1,12746,0,Nublado,97
La Estrella,Envigado,13.0,Bus,Lunes,18,1,0,9.0,13598,2,Tormenta,27
Industriales,Prado,12.9,Bus,Lunes,6,1,0,10.7,14190,3,Nublado,94
Estadio,Bello,1.5,Cable,Viernes,21,0,0,0.3,1377,0,Nublado,35
Prado,San Javier,9.1,Taxi,Miercoles,10,0,0,2.3,9701,2,Tormenta,54
Acevedo,Caribe,13.2,Taxi,Jueves,3,0,0,3.0,15167,0,Tormenta,100
Niquia,San Antonio,12.0,Caminando,Martes,23,0,0,21.6,10176,0,Tormenta,53
Itagui,Alpujarra,9.0,Taxi,Viernes,20,0,0,1.6,8334,3,Nublado,23
Universidad,Suramericana,5.7,Cable,Jueves,22,0,0,1.1,5905,3,Tormenta,70
Aguacatala,Alpujarra,2.0,Caminando,Viernes,11,1,0,6.6,2208,0,Lluvia,38
Estadio,Envigado,3.5,Metro,Miercoles,20,0,0,1.3,3143,1,Soleado,96
Suramericana,Aguacatala,1.5,Cable,Viernes,11,1,0,0.4,1436,0,Lluvia,46
Caribe,Estadio,9.7,Bus,Jueves,8,1,0,6.4,7818,0,Soleado,77
Exposiciones,Acevedo,5.4,Cable,Viernes,14,1,0,1.9,4563,2,Tormenta,38
Ayura,Santa Lucia,7.5,Metro,Martes,14,1,0,3.4,8242,3,Soleado,15
Suramericana,Caribe,5.3,Bus,Sabado,5,0,1,2.3,5618,3,Tormenta,30
Prado,Exposiciones,6.1,Caminando,Viernes,3,0,0,13.1,5368,3,Tormenta,10
Acevedo,Tricentenario,12.7,Taxi,Sabado,21,0,1,2.5,14224,1,Tormenta,10
Cisneros,Itagui,8.1,Cable,Jueves,10,0,0,1.7,9323,3,Soleado,14
Estadio,Ayura,3.8,Taxi,Jueves,19,1,0,1.0,4188,2,Nublado,99
Universidad,Poblado,3.4,Taxi,Martes,15,0,0,0.6,3577,3,Lluvia,86
Exposiciones,Cisneros,10.2,Taxi,Sabado,16,0,1,1.9,11200,2,Tormenta,20
Alpujarra,Exposiciones,13.1,Bus,Miercoles,14,1,0,9.5,10637,2,Nublado,66
Aguacatala,Caribe,10.5,Caminando,Viernes,0,0,0,23.1,10090,1,Lluvia,52
Niquia,Prado,11.8,Cable,Sabado,8,1,1,3.1,10738,1,Lluvia,61
Itagui,Universidad,6.7,Bus,Viernes,3,0,0,2.5,7156,0,Lluvia,13
Aguacatala,Hospital,2.2,Cable,Viernes,1,0,0,0.4,2004,1,Lluvia,13
San Antonio,Acevedo,8.2,Metro,Viernes,13,1,0,4.8,7421,1,Lluvia,60
Poblado,Prado,13.1,Cable,Sabado,22,0,1,2.7,11384,3,Nublado,83
Sabaneta,Aguacatala,12.0,Taxi,Jueves,10,0,0,2.7,11340,0,Soleado,21
Niquia,Universidad,12.3,Cable,Martes,1,0,0,2.3,11894,0,Tormenta,48
Ayura,Prado,3.8,Caminando,Lunes,15,0,0,6.7,3082,3,Soleado,43
Prado,Universidad,4.8,Taxi,Domingo,20,0,1,1.2,4354,2,Soleado,54
San Javier,Suramericana,11.6,Bus,Martes,1,0,0,3.3,12412,3,Lluvia,65
Estadio,Aguacatala,14.2,Metro,Jueves,2,0,0,4.9,16586,3,Soleado,37
Itagui,Acevedo,4.5,Bus,Lunes,15,0,0,1.9,4284,0,Nublado,41
Aguacatala,Industriales,13.8,Caminando,Domingo,0,0,1,27.7,14490,0,Soleado,90
Suramericana,Estadio,13.4,Cable,Martes,11,1,0,4.1,13829,1,Lluvia,66
Ayura,Estadio,4.2,Taxi,Sabado,6,1,1,1.4,4288,2,Lluvia,98
San Javier,Niquia,7.7,Taxi,Jueves,19,1,0,2.5,7939,1,Tormenta,42
Hospital,Estadio,11.4,Metro,Viernes,15,0,0,3.8,10636,2,Soleado,80
Envigado,Santa Lucia,1.3,Caminando,Miercoles,23,0,0,3.1,1062,3,Lluvia,65
Niquia,Floresta,2.7,Taxi,Viernes,13,1,0,0.7,2211,1,Tormenta,58
Universidad,Prado,6.0,Metro,Martes,5,0,0,2.4,4806,1,Soleado,66
Sabaneta,San Javier,12.3,Caminando,Domingo,11,1,1,47.6,11144,1,Soleado,25
Tricentenario,San Javier,8.8,Caminando,Miercoles,6,1,0,26.8,7938,0,Nublado,99
Bello,Suramericana,5.2,Cable,Lunes,4,0,0,1.1,4243,1,Soleado,54
Parque Berrio,Envigado,13.8,Taxi,Lunes,14,1,0,4.3,14186,1,Nublado,44
Cisneros,Santa Lucia,4.3,Taxi,Domingo,21,0,1,1.0,3625,1,Tormenta,28
San Javier,Universidad,12.9,Caminando,Miercoles,13,1,0,46.3,12578,1,Lluvia,56
La Estrella,Poblado,5.7,Cable,Domingo,16,0,1,1.1,4714,0,Tormenta,89
San Antonio,Parque Berrio,2.4,Taxi,Domingo,14,1,1,0.7,2280,2,Soleado,51
Floresta,Niquia,5.0,Caminando,Lunes,4,0,0,10.8,4850,0,Tormenta,62
Sabaneta,Alpujarra,6.2,Taxi,Lunes,19,1,0,1.8,6566,1,Nublado,67
Poblado,Suramericana,9.8,Taxi,Martes,14,1,0,3.4,8742,2,Lluvia,100
Acevedo,Caribe,12.9,Bus,Domingo,14,1,1,10.1,14254,3,Soleado,12
Aguacatala,Bello,8.7,Taxi,Jueves,11,1,0,2.6,8134,0,Tormenta,64
Tricentenario,Hospital,2.6,Caminando,Martes,13,1,0,7.7,2119,1,Tormenta,65
Poblado,Prado,2.7,Caminando,Sabado,12,1,1,7.9,2362,3,Tormenta,56
Universidad,Cisneros,10.7,Metro,Domingo,11,1,1,4.2,12048,0,Soleado,53
Parque Berrio,Exposiciones,5.9,Taxi,Domingo,7,1,1,1.8,6030,1,Soleado,64
Envigado,Santa Lucia,10.8,Bus,Martes,11,1,0,7.9,11729,2,Soleado,48
Suramericana,Floresta,11.6,Caminando,Domingo,0,0,1,19.0,12087,0,Lluvia,52
San Javier,Aguacatala,9.8,Caminando,Sabado,5,0,1,20.2,8957,3,Tormenta,15
Estadio,Sabaneta,1.5,Bus,Miercoles,21,0,0,0.6,1598,2,Soleado,21
Bello,Exposiciones,2.3,Taxi,Viernes,6,1,0,0.6,2316,2,Soleado,14
Sabaneta,Floresta,10.9,Bus,Jueves,21,0,0,5.5,11500,0,Nublado,10
San Javier,Santa Lucia,8.3,Bus,Lunes,17,1,0,7.6,8898,1,Lluvia,46
Poblado,Envigado,6.7,Metro,Jueves,14,1,0,3.5,5822,0,Nublado,48
Ayura,Floresta,11.4,Metro,Domingo,9,0,1,3.7,10739,1,Tormenta,49
Prado,Niquia,11.7,Taxi,Martes,20,0,0,2.7,12940,3,Tormenta,40
Poblado,La Estrella,7.2,Taxi,Martes,2,0,0,1.7,7848,1,Lluvia,59
Ayura,Poblado,12.4,Metro,Viernes,8,1,0,6.2,12040,1,Soleado,51
San Antonio,Cisneros,3.7,Cable,Sabado,9,0,1,0.7,4144,3,Soleado,81
Itagui,Cisneros,6.5,Cable,Domingo,18,1,1,2.3,5603,1,Nublado,83
Suramericana,Cisneros,4.7,Bus,Lunes,21,0,0,1.9,3882,1,Tormenta,36
Hospital,Ayura,10.5,Caminando,Lunes,1,0,0,17.3,11036,2,Lluvia,73
Ayura,Hospital,9.2,Metro,Viernes,10,0,0,3.3,8887,3,Tormenta,93
Cisneros,San Javier,8.9,Taxi,Domingo,16,0,1,1.3,8651,0,Nublado,60
La Estrella,Estadio,9.9,Cable,Domingo,13,1,1,3.1,9049,1,Tormenta,14
Alpujarra,Poblado,3.7,Metro,Domingo,13,1,1,1.6,3511,1,Soleado,97
Ayura,Industriales,13.1,Cable,Viernes,14,1,0,3.5,14331,0,Lluvia,95
San Javier,Niquia,4.3,Taxi,Martes,11,1,0,1.3,4635,0,Lluvia,34
Caribe,Universidad,6.8,Caminando,Domingo,15,0,1,16.3,7140,0,Lluvia,26
Universidad,Hospital,1.6,Caminando,Miercoles,0,0,0,3.8,1784,0,Tormenta,15
Bello,Exposiciones,8.4,Bus,Jueves,19,1,0,5.3,7988,3,Lluvia,89
Sabaneta,Niquia,10.8,Taxi,Domingo,15,0,1,2.0,9158,0,Lluvia,37
San Antonio,Envigado,9.8,Bus,Jueves,9,0,0,3.9,11446,2,Soleado,38
Bello,Poblado,13.6,Metro,Lunes,19,1,0,7.3,14049,2,Lluvia,35
Cisneros,Poblado,14.5,Metro,Domingo,14,1,1,6.0,12528,3,Lluvia,41
Suramericana,Madera,5.9,Bus,Jueves,13,1,0,4.0,4980,3,Lluvia,53
Ayura,Niquia,5.6,Cable,Domingo,8,1,1,1.6,4631,1,Tormenta,90
Aguacatala,Estadio,2.6,Metro,Sabado,14,1,1,1.2,2990,3,Tormenta,15
Industriales,Sabaneta,11.8,Metro,Viernes,14,1,0,6.3,11753,3,Nublado,33
Hospital,Exposiciones,1.2,Bus,Miercoles,7,1,0,0.8,1318,2,Soleado,63
San Antonio,Ayura,3.6,Metro,Viernes,18,1,0,2.3,3150,2,Nublado,60
San Javier,Prado,11.3,Cable,Domingo,10,0,1,2.3,9232,2,Soleado,93
Madera,Alpujarra,11.9,Taxi,Lunes,16,0,0,1.9,10674,2,Tormenta,56
Floresta,Hospital,1.1,Bus,Sabado,6,1,1,0.7,989,3,Soleado,10
Itagui,Envigado,4.3,Taxi,Lunes,12,1,0,1.4,3651,3,Soleado,44
Poblado,Bello,8.7,Metro,Sabado,10,0,1,3.1,7900,3,Soleado,67
La Estrella,Envigado,7.4,Taxi,Lunes,16,0,0,1.6,7259,0,Tormenta,40
Santa Lucia,Suramericana,14.7,Caminando,Sabado,0,0,1,31.6,16185,0,Tormenta,87
Estadio,Envigado,7.8,Bus,Miercoles,22,0,0,2.6,7387,3,Soleado,76
Sabaneta,Floresta,5.9,Taxi,Martes,1,0,0,1.3,5788,1,Lluvia,83
Universidad,Exposiciones,12.9,Cable,Sabado,21,0,1,2.8,10359,2,Tormenta,33
Niquia,Ayura,3.1,Caminando,Viernes,10,0,0,7.3,2654,1,Tormenta,13
Estadio,Tricentenario,8.2,Cable,Lunes,3,0,0,1.8,6667,1,Tormenta,10
Itagui,San Javier,12.4,Metro,Miercoles,8,1,0,5.2,11160,1,Tormenta,98
Exposiciones,Santa Lucia,14.0,Bus,Domingo,0,0,1,6.6,14952,3,Tormenta,72
Aguacatala,Cisneros,2.9,Metro,Jueves,8,1,0,1.3,2474,2,Tormenta,92
La Estrella,Suramericana,1.4,Caminando,Viernes,9,0,0,2.8,1347,2,Tormenta,99
Suramericana,Itagui,1.5,Metro,Viernes,5,0,0,0.6,1292,1,Lluvia,61
Hospital,Estadio,11.2,Caminando,Sabado,14,1,1,40.0,9229,3,Lluvia,23
Industriales,Aguacatala,3.6,Taxi,Viernes,13,1,0,1.2,3780,3,Lluvia,75
Poblado,Parque Berrio,6.2,Cable,Martes,19,1,0,2.4,6014,2,Nublado,78
Hospital,Exposiciones,11.5,Cable,Jueves,18,1,0,3.0,9672,1,Soleado,99
Exposiciones,Prado,3.1,Cable,Lunes,18,1,0,0.9,3146,1,Nublado,57
Hospital,Santa Lucia,4.4,Metro,Sabado,20,0,1,1.5,3608,2,Tormenta,77
Tricentenario,Envigado,5.6,Cable,Viernes,7,1,0,1.6,4866,2,Tormenta,42
Aguacatala,Envigado,6.6,Metro,Viernes,5,0,0,2.5,6257,2,Soleado,67
Hospital,Sabaneta,2.2,Bus,Viernes,4,0,0,1.0,2136,0,Nublado,82
La Estrella,Prado,5.4,Cable,Viernes,20,0,0,1.2,5686,3,Soleado,68
Parque Berrio,Universidad,4.0,Metro,Jueves,21,0,0,1.4,3704,0,Soleado,98
San Antonio,Ayura,13.6,Taxi,Viernes,18,1,0,3.5,11111,1,Tormenta,85
Santa Lucia,Alpujarra,3.6,Cable,Miercoles,11,1,0,1.0,3629,3,Tormenta,10
Suramericana,Ayura,6.6,Caminando,Miercoles,10,0,0,14.6,7234,2,Lluvia,23
Bello,Cisneros,13.0,Metro,Jueves,9,0,0,4.8,12129,1,Lluvia,45
Cisneros,Itagui,12.9,Bus,Viernes,0,0,0,6.1,14538,3,Soleado,37
Tricentenario,Suramericana,14.6,Caminando,Martes,11,1,0,42.4,16410,0,Soleado,21
San Antonio,Floresta,7.4,Cable,Lunes,6,1,0,2.3,7474,2,Nublado,59
Caribe,San Antonio,14.8,Taxi,Domingo,9,0,1,2.2,12772,1,Lluvia,100
Prado,Cisneros,3.0,Cable,Sabado,22,0,1,0.6,3150,0,Tormenta,41
San Javier,Parque Berrio,13.8,Bus,Jueves,12,1,0,11.7,12862,3,Soleado,94
Bello,Poblado,1.7,Metro,Jueves,18,1,0,1.0,1525,2,Nublado,19
Prado,San Javier,3.3,Metro,Martes,0,0,0,1.2,3313,0,Tormenta,75
Bello,La Estrella,8.4,Taxi,Martes,8,1,0,3.0,7652,1,Tormenta,60
Alpujarra,Estadio,14.7,Metro,Jueves,16,0,0,5.1,14230,3,Lluvia,80
Acevedo,Aguacatala,11.2,Caminando,Jueves,21,0,0,22.8,12992,2,Nublado,48
Itagui,Caribe,10.0,Bus,Jueves,18,1,0,4.4,11110,2,Soleado,47
Acevedo,San Antonio,10.7,Metro,Jueves,6,1,0,5.4,9213,2,Nublado,62
San Antonio,Tricentenario,2.5,Metro,Lunes,5,0,0,0.8,2065,2,Lluvia,65
Sabaneta,Ayura,6.1,Caminando,Miercoles,12,1,0,15.0,6326,1,Soleado,41
San Javier,Exposiciones,13.8,Cable,Martes,10,0,0,2.7,15553,0,Lluvia,34
Suramericana,Tricentenario,13.5,Metro,Martes,20,0,0,3.8,12974,1,Nublado,23
Alpujarra,Industriales,3.6,Caminando,Sabado,7,1,1,23.5,4216,2,Tormenta,32
Exposiciones,Ayura,1.1,Metro,Miercoles,7,1,0,0.4,1306,2,Nublado,40
Envigado,Industriales,6.4,Cable,Martes,14,1,0,1.7,5766,3,Tormenta,100
Exposiciones,Ayura,7.8,Taxi,Lunes,17,1,0,1.7,6950,2,Soleado,12
Hospital,Universidad,10.6,Metro,Miercoles,2,0,0,4.0,12349,3,Nublado,46
Suramericana,Poblado,7.1,Bus,Jueves,8,1,0,3.3,8101,1,Nublado,72
Industriales,Suramericana,10.8,Bus,Sabado,17,1,1,5.9,9569,1,Tormenta,92
Universidad,Santa Lucia,8.2,Bus,Domingo,17,1,1,5.8,7708,1,Nublado,55
Poblado,Suramericana,9.1,Bus,Lunes,16,0,0,2.7,9264,1,Soleado,93
Universidad,Alpujarra,11.1,Bus,Lunes,22,0,0,4.0,12598,0,Tormenta,71
Alpujarra,Niquia,10.2,Caminando,Viernes,9,0,0,21.3,10241,1,Lluvia,68
Exposiciones,Envigado,11.8,Cable,Sabado,13,1,1,4.0,12933,2,Soleado,88
Estadio,Prado,4.9,Caminando,Sabado,23,0,1,8.5,5380,2,Lluvia,22
Universidad,Hospital,5.9,Metro,Martes,19,1,0,2.5,5788,0,Soleado,13
Sabaneta,Industriales,10.4,Cable,Domingo,10,0,1,2.3,10598,1,Tormenta,55
Floresta,Sabaneta,4.5,Metro,Sabado,23,0,1,1.5,3924,1,Nublado,43
Tricentenario,Poblado,14.9,Cable,Lunes,14,1,0,5.0,13559,0,Nublado,76
Madera,Aguacatala,5.9,Metro,Sabado,19,1,1,3.7,6980,2,Nublado,25
Madera,Universidad,4.4,Cable,Jueves,18,1,0,1.6,3714,2,Nublado,40
Acevedo,Niquia,14.6,Caminando,Lunes,12,1,0,36.4,17520,2,Soleado,13
Hospital,Itagui,10.9,Metro,Jueves,0,0,0,3.3,12709,0,Soleado,15
Tricentenario,Madera,10.9,Caminando,Jueves,9,0,0,17.6,8971,1,Lluvia,64
Madera,Poblado,10.0,Caminando,Viernes,17,1,0,29.3,10900,3,Soleado,36
San Javier,Tricentenario,10.3,Metro,Sabado,6,1,1,5.1,8920,0,Soleado,62
Alpujarra,Madera,1.0,Metro,Sabado,9,0,1,0.3,902,0,Nublado,53
Alpujarra,San Antonio,1.7,Cable,Lunes,9,0,0,0.3,1488,1,Nublado,86
Alpujarra,Poblado,7.8,Cable,Sabado,21,0,1,1.7,8323,3,Tormenta,72
Industriales,Ayura,8.0,Cable,Miercoles,2,0,0,1.6,7272,0,Nublado,88
Poblado,San Javier,4.1,Bus,Miercoles,8,1,0,1.9,3993,3,Soleado,92
Floresta,Cisneros,8.5,Cable,Viernes,8,1,0,2.4,9316,3,Lluvia,96
Bello,Prado,8.1,Metro,Sabado,15,0,1,2.8,6917,2,Nublado,94
Exposiciones,Estadio,12.6,Bus,Viernes,11,1,0,9.0,12965,0,Lluvia,42
Niquia,Poblado,13.5,Bus,Lunes,10,0,0,3.8,15903,3,Soleado,55
Universidad,Aguacatala,1.8,Caminando,Miercoles,8,1,0,6.2,2102,2,Nublado,96
San Antonio,Prado,7.4,Taxi,Domingo,14,1,1,2.5,8140,1,Nublado,23
Estadio,Bello,14.0,Metro,Viernes,4,0,0,3.8,13412,3,Soleado,25
Suramericana,Caribe,6.1,Taxi,Sabado,3,0,1,1.2,5752,0,Soleado,98
Parque Berrio,Itagui,8.3,Cable,Martes,15,0,0,1.6,8474,1,Lluvia,48
Cisneros,Aguacatala,7.6,Metro,Martes,8,1,0,2.8,7881,3,Soleado,39
Hospital,Caribe,10.2,Taxi,Martes,1,0,0,1.8,10577,1,Nublado,49
Cisneros,Exposiciones,10.2,Cable,Lunes,18,1,0,3.3,12097,1,Soleado,43
Suramericana,Hospital,9.7,Caminando,Viernes,14,1,0,34.6,8468,2,Tormenta,83
Caribe,San Antonio,2.5,Cable,Domingo,9,0,1,0.5,2118,3,Lluvia,41
Tricentenario,Prado,12.4,Metro,Viernes,11,1,0,5.9,12251,0,Tormenta,17
Niquia,Prado,3.8,Taxi,Domingo,14,1,1,1.3,4366,3,Lluvia,13
Cisneros,Suramericana,5.4,Taxi,Viernes,12,1,0,2.1,4520,2,Lluvia,23
La Estrella,Madera,1.4,Metro,Viernes,0,0,0,0.4,1648,3,Nublado,16
Suramericana,Bello,14.7,Taxi,Viernes,5,0,0,2.7,14950,3,Nublado,56
Cisneros,Universidad,5.4,Caminando,Viernes,21,0,0,10.5,5449,0,Lluvia,95
Estadio,Sabaneta,11.3,Caminando,Domingo,9,0,1,21.8,12125,2,Lluvia,50
Universidad,Aguacatala,8.4,Taxi,Jueves,4,0,0,1.9,6972,0,Lluvia,88
Itagui,Santa Lucia,2.9,Taxi,Viernes,5,0,0,0.5,2659,2,Soleado,98
Universidad,Santa Lucia,5.7,Taxi,Jueves,5,0,0,1.4,4691,3,Soleado,84
San Javier,La Estrella,12.0,Cable,Sabado,11,1,1,4.5,11316,3,Tormenta,72
Aguacatala,Prado,4.7,Taxi,Miercoles,18,1,0,1.3,3887,0,Tormenta,11
Exposiciones,Sabaneta,5.2,Caminando,Viernes,4,0,0,10.1,5944,3,Lluvia,56
Suramericana,Universidad,12.0,Cable,Lunes,18,1,0,4.0,11376,3,Soleado,84
Acevedo,Caribe,7.5,Metro,Domingo,8,1,1,4.1,8805,1,Tormenta,15
Madera,Suramericana,3.0,Cable,Viernes,18,1,0,0.9,3264,1,Tormenta,27
Alpujarra,Santa Lucia,3.8,Metro,Domingo,15,0,1,1.4,3462,1,Lluvia,17
La Estrella,Hospital,14.3,Caminando,Lunes,7,1,0,51.4,12570,1,Tormenta,21
Suramericana,Aguacatala,11.2,Caminando,Viernes,18,1,0,35.6,13250,2,Lluvia,68
Floresta,Ayura,11.2,Metro,Domingo,14,1,1,6.5,12734,1,Tormenta,23
Ayura,Hospital,13.6,Bus,Domingo,21,0,1,4.3,12322,3,Nublado,70
Exposiciones,Acevedo,11.7,Cable,Martes,8,1,0,3.0,11688,2,Lluvia,22
Madera,Universidad,14.4,Caminando,Domingo,7,1,1,50.4,16733,1,Nublado,14
Aguacatala,Suramericana,9.2,Taxi,Domingo,20,0,1,1.5,9835,1,Tormenta,63
Aguacatala,Ayura,5.5,Taxi,Viernes,6,1,0,1.7,6198,3,Nublado,27
Santa Lucia,Poblado,11.8,Caminando,Lunes,19,1,0,32.6,10160,0,Soleado,27
Exposiciones,Niquia,4.6,Cable,Jueves,5,0,0,1.0,5318,3,Tormenta,53
Universidad,Ayura,4.5,Metro,Viernes,11,1,0,7.5,4046,0,Tormenta,38
Niquia,Santa Lucia,9.7,Caminando,Sabado,1,0,1,22.0,8885,0,Nublado,88
Aguacatala,Universidad,8.2,Taxi,Jueves,23,0,0,1.3,7224,3,Lluvia,87
La Estrella,Floresta,8.6,Metro,Sabado,4,0,1,2.3,8953,1,Nublado,13
Envigado,San Javier,8.3,Cable,Jueves,5,0,0,1.8,8109,1,Nublado,86
La Estrella,Floresta,2.8,Taxi,Domingo,13,1,1,0.8,3357,3,Lluvia,24
Poblado,Alpujarra,3.3,Cable,Viernes,0,0,0,0.6,3528,0,Tormenta,10
Sabaneta,Parque Berrio,3.4,Metro,Miercoles,10,0,0,1.3,3104,0,Soleado,66
Ayura,San Javier,8.2,Caminando,Martes,15,0,0,18.2,9422,2,Soleado,85
San Antonio,Sabaneta,5.2,Metro,Jueves,10,0,0,2.0,4820,3,Tormenta,89
Parque Berrio,Santa Lucia,8.0,Cable,Viernes,14,1,0,2.4,7576,1,Soleado,49
Suramericana,Hospital,13.8,Caminando,Lunes,21,0,0,29.6,13869,1,Soleado,72
Exposiciones,Prado,13.0,Bus,Domingo,19,1,1,8.7,15158,3,Tormenta,42
