origen,destino,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,es_urgente,presupuesto,transporte_optimo
Bello,Alpujarra,17.4,Domingo,19,1,1,0,medio,Metro
Exposiciones,Prado,3.2,Miercoles,8,1,0,0,medio,Bus
Madera,Aguacatala,2.6,Domingo,22,0,1,1,medio,Taxi
Niquia,Santa Lucia,19.6,Domingo,4,0,1,0,alto,Metro
Acevedo,Industriales,5.7,Miercoles,10,0,0,1,alto,Taxi
Santa Lucia,Sabaneta,13.5,Martes,6,1,0,0,alto,Metro
Hospital,Caribe,9.6,Jueves,1,0,0,0,bajo,Bus
Acevedo,Envigado,6.5,Miercoles,17,1,0,0,medio,Bus
Niquia,Universidad,7.2,Domingo,18,1,1,1,medio,Taxi
Santa Lucia,Industriales,15.5,Viernes,19,1,0,1,bajo,Taxi
Floresta,Hospital,11.6,Jueves,21,0,0,0,medio,Bus
Ayura,Alpujarra,5.7,Miercoles,14,1,0,0,medio,Taxi
Acevedo,Hospital,14.4,Martes,3,0,0,0,bajo,Bus
Hospital,Sabaneta,16.4,Jueves,21,0,0,0,bajo,Bus
Acevedo,San Antonio,2.7,Viernes,7,1,0,1,medio,Taxi
Sabaneta,Aguacatala,16.1,Domingo,20,0,1,1,medio,Taxi
Universidad,La Estrella,16.4,Domingo,6,1,1,0,medio,Bus
San Antonio,Bello,6.3,Martes,5,0,0,0,alto,Metro
Parque Berrio,Exposiciones,13.4,Sabado,4,0,1,1,alto,Taxi
La Estrella,Aguacatala,4.3,Viernes,19,1,0,0,medio,Bus
Estadio,La Estrella,4.4,Sabado,14,1,1,1,alto,Taxi
San Antonio,Universidad,18.1,Jueves,13,1,0,0,bajo,Bus
Itagui,Sabaneta,7.3,Lunes,6,1,0,0,alto,Bus
Ayura,Santa Lucia,8.8,Domingo,8,1,1,1,bajo,Taxi
Ayura,Exposiciones,4.8,Domingo,6,1,1,1,medio,Taxi
Suramericana,La Estrella,6.9,Martes,2,0,0,1,bajo,Taxi
Ayura,Hospital,8.7,Viernes,11,1,0,1,alto,Taxi
La Estrella,Prado,9.1,Domingo,21,0,1,1,bajo,Taxi
Poblado,Prado,17.3,Viernes,0,0,0,0,alto,Taxi
Niquia,Aguacatala,14.4,Domingo,15,0,1,0,bajo,Bus
Madera,Aguacatala,3.1,Lunes,0,0,0,1,alto,Taxi
Envigado,Industriales,6.9,Miercoles,9,0,0,1,alto,Taxi
San Antonio,Envigado,12.5,Sabado,16,0,1,0,alto,Bus
Aguacatala,Alpujarra,2.1,Viernes,10,0,0,1,bajo,Taxi
Itagui,Suramericana,8.5,Sabado,21,0,1,0,medio,Taxi
La Estrella,Bello,16.2,Viernes,22,0,0,1,medio,Taxi
Estadio,Caribe,3.2,Domingo,2,0,1,1,medio,Taxi
Niquia,Acevedo,7.9,Miercoles,19,1,0,0,medio,Bus
Universidad,Ayura,17.4,Jueves,5,0,0,0,medio,Metro
Ayura,Hospital,14.7,Domingo,19,1,1,0,bajo,Bus
Bello,Cisneros,3.2,Lunes,14,1,0,0,medio,Metro
Prado,Suramericana,12.7,Jueves,14,1,0,0,bajo,Bus
Santa Lucia,Suramericana,11.6,Domingo,2,0,1,0,alto,Taxi
Suramericana,Aguacatala,19.2,Lunes,9,0,0,0,bajo,Bus
Niquia,Floresta,4.0,Jueves,4,0,0,0,medio,Metro
Caribe,Industriales,9.7,Jueves,16,0,0,0,medio,Taxi
Suramericana,San Javier,14.1,Sabado,15,0,1,0,bajo,Bus
Envigado,Hospital,11.3,Jueves,23,0,0,0,bajo,Bus
Poblado,Hospital,15.1,Martes,0,0,0,0,medio,Metro
Ayura,Suramericana,12.2,Sabado,22,0,1,1,bajo,Taxi
Aguacatala,Ayura,10.4,Miercoles,21,0,0,0,bajo,Bus
La Estrella,Caribe,13.5,Domingo,0,0,1,1,alto,Taxi
Niquia,Sabaneta,20.0,Sabado,16,0,1,0,medio,Bus
Estadio,San Antonio,17.4,Viernes,17,1,0,0,alto,Bus
Niquia,Hospital,17.4,Martes,17,1,0,0,medio,Bus
Suramericana,Madera,5.0,Viernes,12,1,0,1,medio,Taxi
Hospital,Envigado,13.5,Lunes,11,1,0,1,alto,Taxi
Madera,Envigado,14.2,Martes,1,0,0,1,bajo,Taxi
Ayura,Itagui,14.5,Lunes,0,0,0,0,bajo,Bus
Acevedo,Madera,10.4,Jueves,14,1,0,1,medio,Taxi
Bello,Santa Lucia,13.0,Miercoles,16,0,0,1,medio,Taxi
Bello,Industriales,5.8,Domingo,2,0,1,1,alto,Taxi
Parque Berrio,Suramericana,18.2,Martes,19,1,0,1,bajo,Taxi
Envigado,San Antonio,5.6,Miercoles,20,0,0,1,medio,Taxi
Tricentenario,Exposiciones,15.5,Domingo,5,0,1,0,alto,Taxi
Estadio,Madera,10.8,Martes,10,0,0,0,medio,Metro
Envigado,Santa Lucia,6.1,Domingo,2,0,1,0,bajo,Bus
Sabaneta,Floresta,14.7,Jueves,14,1,0,1,alto,Taxi
San Javier,Madera,8.7,Domingo,22,0,1,0,bajo,Bus
San Javier,Prado,14.2,Viernes,5,0,0,0,medio,Bus
Bello,Suramericana,14.3,Martes,18,1,0,0,bajo,Bus
Madera,Poblado,11.3,Domingo,4,0,1,1,medio,Taxi
Bello,Industriales,14.8,Lunes,18,1,0,0,medio,Metro
Suramericana,Alpujarra,8.5,Jueves,20,0,0,0,bajo,Bus
Tricentenario,Santa Lucia,12.0,Domingo,4,0,1,1,bajo,Taxi
Universidad,San Javier,13.6,Jueves,19,1,0,1,medio,Taxi
La Estrella,Floresta,14.4,Sabado,21,0,1,0,alto,Bus
Hospital,Cisneros,2.6,Viernes,21,0,0,1,alto,Taxi
Niquia,Tricentenario,17.9,Martes,23,0,0,1,medio,Taxi
San Antonio,La Estrella,9.8,Jueves,8,1,0,0,bajo,Bus
Santa Lucia,La Estrella,4.0,Jueves,20,0,0,0,medio,Taxi
Acevedo,Niquia,3.0,Miercoles,13,1,0,1,bajo,Taxi
San Javier,Estadio,7.1,Lunes,9,0,0,1,bajo,Taxi
Santa Lucia,Madera,15.2,Sabado,22,0,1,0,medio,Bus
Poblado,Floresta,14.7,Domingo,8,1,1,0,bajo,Bus
Universidad,Cisneros,13.3,Martes,17,1,0,0,medio,Metro
Itagui,La Estrella,8.5,Lunes,3,0,0,0,bajo,Bus
La Estrella,Acevedo,17.3,Domingo,16,0,1,1,medio,Taxi
Bello,La Estrella,18.3,Domingo,0,0,1,1,alto,Taxi
Caribe,Cisneros,5.8,Viernes,4,0,0,1,medio,Taxi
Hospital,San Antonio,15.9,Miercoles,5,0,0,0,medio,Metro
Alpujarra,Parque Berrio,5.4,Jueves,21,0,0,1,bajo,Taxi
Aguacatala,San Javier,15.1,Sabado,2,0,1,1,medio,Taxi
Itagui,Suramericana,14.5,Sabado,12,1,1,1,alto,Taxi
Alpujarra,Industriales,19.6,Miercoles,8,1,0,1,medio,Taxi
La Estrella,Estadio,18.1,Viernes,20,0,0,0,bajo,Bus
Floresta,Itagui,4.9,Sabado,23,0,1,0,bajo,Taxi
Envigado,La Estrella,12.2,Jueves,19,1,0,0,medio,Bus
Parque Berrio,San Antonio,3.4,Viernes,23,0,0,0,alto,Metro
Ayura,Parque Berrio,12.1,Jueves,22,0,0,0,bajo,Bus
Acevedo,Bello,13.5,Martes,4,0,0,1,bajo,Taxi
Floresta,Suramericana,19.7,Lunes,13,1,0,1,alto,Taxi
San Javier,Sabaneta,13.3,Martes,7,1,0,0,bajo,Bus
Niquia,Cisneros,19.7,Jueves,11,1,0,0,alto,Bus
San Antonio,Suramericana,4.3,Domingo,9,0,1,1,alto,Taxi
Industriales,San Antonio,10.4,Lunes,13,1,0,0,medio,Taxi
Ayura,Madera,16.3,Jueves,2,0,0,1,alto,Taxi
Ayura,Prado,8.0,Sabado,19,1,1,0,alto,Bus
Itagui,Hospital,7.5,Jueves,21,0,0,0,alto,Metro
Floresta,Itagui,17.5,Sabado,13,1,1,0,alto,Metro
Itagui,Universidad,6.5,Domingo,8,1,1,0,alto,Bus
Floresta,Estadio,15.3,Martes,2,0,0,1,bajo,Taxi
Itagui,Acevedo,13.3,Martes,21,0,0,1,medio,Taxi
Alpujarra,Hospital,18.8,Martes,19,1,0,1,medio,Taxi
Aguacatala,Alpujarra,14.7,Viernes,22,0,0,0,alto,Taxi
Universidad,Hospital,15.3,Sabado,21,0,1,1,bajo,Taxi
Tricentenario,Niquia,7.4,Sabado,3,0,1,0,bajo,Bus
Acevedo,Santa Lucia,6.6,Martes,3,0,0,1,bajo,Taxi
Acevedo,Universidad,11.1,Domingo,23,0,1,0,alto,Metro
Niquia,Floresta,16.2,Lunes,1,0,0,0,alto,Bus
Acevedo,Caribe,12.3,Domingo,8,1,1,0,alto,Metro
Bello,Santa Lucia,5.7,Miercoles,18,1,0,0,medio,Bus
Universidad,Madera,14.2,Sabado,4,0,1,1,alto,Taxi
Caribe,Suramericana,1.3,Martes,23,0,0,0,alto,Bus
Madera,Hospital,16.7,Sabado,11,1,1,0,bajo,Bus
Hospital,Parque Berrio,7.9,Sabado,10,0,1,0,bajo,Bus
Cisneros,Parque Berrio,1.6,Miercoles,23,0,0,0,bajo,Caminando
Hospital,Aguacatala,11.7,Martes,8,1,0,0,bajo,Bus
Parque Berrio,San Javier,18.9,Lunes,3,0,0,1,medio,Taxi
Sabaneta,Aguacatala,6.8,Domingo,22,0,1,0,medio,Taxi
Exposiciones,Acevedo,7.9,Domingo,18,1,1,1,medio,Taxi
Alpujarra,Caribe,6.1,Martes,14,1,0,0,alto,Taxi
Floresta,Universidad,10.3,Lunes,3,0,0,0,alto,Metro
Itagui,Madera,10.3,Lunes,13,1,0,0,medio,Taxi
Aguacatala,Acevedo,9.6,Viernes,1,0,0,1,bajo,Taxi
Itagui,Caribe,6.1,Martes,3,0,0,0,alto,Taxi
Industriales,Sabaneta,16.4,Sabado,20,0,1,1,medio,Taxi
Itagui,Universidad,17.8,Lunes,6,1,0,1,bajo,Taxi
Hospital,Bello,13.7,Domingo,23,0,1,1,alto,Taxi
Niquia,Universidad,12.5,Miercoles,16,0,0,1,bajo,Taxi
San Javier,Alpujarra,15.7,Viernes,6,1,0,1,bajo,Taxi
Hospital,Caribe,8.5,Jueves,23,0,0,0,medio,Metro
Itagui,Poblado,17.7,Miercoles,7,1,0,1,bajo,Taxi
Itagui,Hospital,3.7,Miercoles,23,0,0,0,medio,Metro
Universidad,Prado,17.9,Lunes,13,1,0,1,medio,Taxi
Madera,Itagui,4.9,Miercoles,12,1,0,0,medio,Metro
Aguacatala,Envigado,11.1,Sabado,21,0,1,0,bajo,Bus
Estadio,San Javier,4.0,Lunes,17,1,0,0,medio,Bus
Suramericana,Tricentenario,17.8,Viernes,18,1,0,1,bajo,Taxi
Floresta,Cisneros,9.6,Lunes,13,1,0,0,alto,Metro
La Estrella,Caribe,3.3,Lunes,10,0,0,1,alto,Taxi
San Javier,Universidad,16.2,Domingo,2,0,1,1,bajo,Taxi
Bello,Acevedo,16.9,Domingo,2,0,1,1,medio,Taxi
Madera,Estadio,7.5,Miercoles,15,0,0,0,alto,Taxi
Aguacatala,Parque Berrio,15.1,Jueves,13,1,0,0,medio,Metro
Niquia,Alpujarra,19.6,Jueves,18,1,0,1,bajo,Taxi
Industriales,Bello,11.5,Viernes,4,0,0,0,alto,Taxi
Alpujarra,San Javier,11.5,Miercoles,16,0,0,0,bajo,Bus
San Javier,Madera,19.2,Lunes,14,1,0,1,bajo,Taxi
Sabaneta,San Antonio,5.3,Viernes,20,0,0,0,bajo,Bus
Aguacatala,Suramericana,19.4,Martes,15,0,0,0,bajo,Bus
Exposiciones,Suramericana,18.1,Martes,16,0,0,1,medio,Taxi
Envigado,Alpujarra,8.4,Lunes,2,0,0,0,medio,Metro
Envigado,Poblado,11.2,Martes,9,0,0,1,bajo,Taxi
Madera,Sabaneta,15.7,Sabado,16,0,1,0,alto,Metro
Acevedo,Ayura,13.7,Martes,10,0,0,0,bajo,Bus
Exposiciones,Santa Lucia,5.1,Lunes,4,0,0,1,alto,Taxi
Parque Berrio,Niquia,5.8,Domingo,18,1,1,0,alto,Bus
Estadio,Tricentenario,8.2,Miercoles,11,1,0,0,bajo,Bus
San Javier,Aguacatala,19.2,Viernes,12,1,0,0,medio,Bus
Ayura,Caribe,14.2,Lunes,23,0,0,0,bajo,Bus
Itagui,Parque Berrio,14.6,Martes,2,0,0,1,alto,Taxi
Industriales,Exposiciones,11.7,Lunes,19,1,0,1,alto,Taxi
Madera,Poblado,16.5,Viernes,23,0,0,1,bajo,Taxi
Alpujarra,Bello,14.5,Sabado,19,1,1,1,medio,Taxi
Caribe,Itagui,17.1,Domingo,13,1,1,1,medio,Taxi
La Estrella,Hospital,10.4,Viernes,0,0,0,0,bajo,Bus
Santa Lucia,Itagui,8.2,Domingo,22,0,1,1,medio,Taxi
Universidad,Prado,4.5,Martes,17,1,0,1,medio,Taxi
Floresta,Bello,1.2,Jueves,8,1,0,0,medio,Caminando
Aguacatala,Madera,8.5,Miercoles,4,0,0,0,bajo,Bus
Niquia,Floresta,16.4,Viernes,15,0,0,1,bajo,Taxi
Estadio,Acevedo,14.2,Viernes,4,0,0,1,bajo,Taxi
Acevedo,Aguacatala,5.4,Lunes,17,1,0,1,alto,Taxi
Prado,Universidad,16.6,Martes,2,0,0,1,medio,Taxi
Acevedo,Exposiciones,8.8,Jueves,14,1,0,1,alto,Taxi
La Estrella,Poblado,16.8,Jueves,18,1,0,0,bajo,Bus
Acevedo,Prado,6.5,Miercoles,16,0,0,0,alto,Taxi
Tricentenario,Industriales,2.8,Lunes,19,1,0,1,alto,Taxi
Caribe,Alpujarra,3.7,Domingo,11,1,1,0,bajo,Bus
Tricentenario,Caribe,12.0,Jueves,13,1,0,1,alto,Taxi
Itagui,Bello,2.4,Miercoles,10,0,0,0,bajo,Metro
Poblado,Sabaneta,3.9,Domingo,23,0,1,0,alto,Bus
La Estrella,Universidad,7.5,Martes,18,1,0,1,bajo,Taxi
Madera,San Antonio,3.7,Martes,23,0,0,1,medio,Taxi
Parque Berrio,Industriales,4.4,Jueves,19,1,0,1,medio,Taxi
Suramericana,La Estrella,14.8,Sabado,12,1,1,0,medio,Metro
Universidad,Envigado,9.5,Jueves,16,0,0,1,alto,Taxi
San Javier,San Antonio,4.7,Jueves,2,0,0,1,medio,Taxi
Prado,La Estrella,1.7,Viernes,20,0,0,1,alto,Taxi
Caribe,Suramericana,14.2,Domingo,23,0,1,1,alto,Taxi
Bello,San Javier,17.5,Martes,8,1,0,1,bajo,Taxi
Floresta,Suramericana,1.2,Sabado,14,1,1,0,bajo,Caminando
Industriales,Hospital,1.5,Miercoles,21,0,0,0,alto,Caminando
Itagui,Estadio,12.8,Martes,16,0,0,0,alto,Taxi
Santa Lucia,Tricentenario,7.2,Domingo,1,0,1,1,medio,Taxi
Sabaneta,Madera,15.5,Domingo,14,1,1,1,medio,Taxi
Caribe,Poblado,3.8,Viernes,6,1,0,1,alto,Taxi
Caribe,Itagui,8.2,Miercoles,21,0,0,0,medio,Metro
Floresta,Niquia,2.3,Jueves,5,0,0,0,medio,Bus
Tricentenario,Estadio,6.5,Sabado,7,1,1,1,medio,Taxi
San Antonio,Tricentenario,1.1,Jueves,8,1,0,0,medio,Caminando
Hospital,Prado,15.4,Viernes,20,0,0,1,bajo,Taxi
Niquia,Itagui,4.9,Miercoles,5,0,0,1,bajo,Taxi
Aguacatala,Itagui,15.0,Sabado,20,0,1,1,bajo,Taxi
Madera,Universidad,16.6,Viernes,4,0,0,0,alto,Taxi
Tricentenario,Suramericana,7.7,Miercoles,9,0,0,0,medio,Metro
Prado,Parque Berrio,4.6,Jueves,16,0,0,1,medio,Taxi
Santa Lucia,Acevedo,3.3,Miercoles,12,1,0,0,bajo,Taxi
Niquia,Suramericana,9.9,Martes,10,0,0,0,bajo,Bus
San Antonio,Caribe,14.4,Viernes,0,0,0,0,medio,Metro
Aguacatala,San Antonio,2.6,Domingo,2,0,1,0,alto,Bus
San Javier,Sabaneta,3.5,Domingo,12,1,1,1,medio,Taxi
Niquia,Parque Berrio,19.4,Lunes,5,0,0,0,medio,Taxi
Estadio,Poblado,7.8,Miercoles,2,0,0,1,bajo,Taxi
Suramericana,Alpujarra,10.3,Jueves,21,0,0,0,bajo,Bus
Ayura,Tricentenario,4.7,Viernes,3,0,0,0,alto,Taxi
Exposiciones,Caribe,13.4,Miercoles,23,0,0,1,medio,Taxi
Estadio,Floresta,10.2,Sabado,21,0,1,1,bajo,Taxi
Hospital,San Javier,6.4,Jueves,5,0,0,1,alto,Taxi
Estadio,Tricentenario,9.1,Viernes,19,1,0,0,medio,Bus
Poblado,Estadio,7.6,Domingo,6,1,1,1,medio,Taxi
Universidad,Itagui,16.6,Domingo,9,0,1,0,medio,Bus
Caribe,Suramericana,19.5,Miercoles,19,1,0,1,bajo,Taxi
Alpujarra,Suramericana,8.5,Domingo,5,0,1,0,bajo,Bus
Aguacatala,Bello,12.7,Viernes,20,0,0,0,bajo,Bus
Prado,Tricentenario,16.4,Martes,10,0,0,1,bajo,Taxi
Santa Lucia,Tricentenario,3.8,Lunes,22,0,0,0,bajo,Metro
Suramericana,Envigado,18.1,Martes,21,0,0,0,medio,Bus
Sabaneta,Envigado,6.0,Lunes,14,1,0,0,bajo,Bus
Sabaneta,Caribe,6.0,Miercoles,23,0,0,1,medio,Taxi
Bello,San Antonio,7.4,Domingo,11,1,1,0,alto,Bus
Floresta,Estadio,16.2,Sabado,11,1,1,1,medio,Taxi
Estadio,Floresta,3.1,Jueves,11,1,0,1,bajo,Taxi
La Estrella,Alpujarra,6.8,Domingo,2,0,1,0,bajo,Bus
Parque Berrio,Estadio,5.5,Miercoles,20,0,0,1,medio,Taxi
Industriales,Floresta,9.1,Martes,14,1,0,0,medio,Bus
Caribe,Industriales,11.9,Jueves,17,1,0,1,bajo,Taxi
San Javier,Cisneros,10.7,Miercoles,12,1,0,0,alto,Bus
Poblado,Cisneros,1.2,Sabado,16,0,1,1,alto,Taxi
Ayura,Estadio,6.2,Viernes,18,1,0,1,bajo,Taxi
Poblado,Santa Lucia,5.5,Miercoles,9,0,0,0,medio,Bus
San Antonio,Itagui,15.0,Domingo,8,1,1,1,medio,Taxi
Suramericana,Floresta,5.9,Domingo,18,1,1,1,bajo,Taxi
Exposiciones,Aguacatala,5.9,Martes,16,0,0,1,medio,Taxi
Cisneros,San Javier,16.2,Domingo,9,0,1,0,medio,Taxi
La Estrella,Alpujarra,18.0,Sabado,22,0,1,1,bajo,Taxi
Alpujarra,Santa Lucia,5.4,Domingo,8,1,1,1,medio,Taxi
Aguacatala,Acevedo,19.4,Miercoles,5,0,0,0,alto,Bus
Itagui,Madera,16.6,Viernes,16,0,0,0,medio,Metro
Aguacatala,Sabaneta,4.5,Domingo,12,1,1,0,medio,Bus
Exposiciones,Caribe,19.0,Domingo,11,1,1,0,bajo,Bus
Santa Lucia,Alpujarra,2.6,Miercoles,0,0,0,0,bajo,Bus
Niquia,Envigado,13.9,Lunes,5,0,0,1,medio,Taxi
Exposiciones,Tricentenario,11.3,Miercoles,7,1,0,1,bajo,Taxi
San Antonio,Envigado,1.9,Domingo,5,0,1,0,bajo,Caminando
Universidad,La Estrella,7.0,Lunes,19,1,0,0,medio,Bus
Estadio,Poblado,12.0,Viernes,12,1,0,0,medio,Taxi
Madera,Estadio,10.0,Domingo,1,0,1,1,alto,Taxi
Prado,Bello,17.7,Jueves,7,1,0,0,bajo,Bus
Parque Berrio,Tricentenario,12.3,Viernes,2,0,0,0,bajo,Bus
San Antonio,Suramericana,8.2,Sabado,4,0,1,0,medio,Taxi
Cisneros,Universidad,9.1,Sabado,13,1,1,1,medio,Taxi
Parque Berrio,Ayura,19.4,Martes,14,1,0,0,bajo,Bus
Madera,Bello,3.3,Jueves,22,0,0,0,alto,Metro
Aguacatala,Estadio,4.9,Viernes,13,1,0,1,medio,Taxi
Tricentenario,Sabaneta,13.9,Viernes,20,0,0,1,alto,Taxi
Industriales,San Antonio,16.0,Viernes,17,1,0,0,alto,Bus
Envigado,Santa Lucia,1.6,Martes,22,0,0,1,medio,Taxi
Hospital,Exposiciones,14.1,Domingo,7,1,1,1,alto,Taxi
Poblado,Hospital,2.5,Martes,9,0,0,1,bajo,Taxi
San Javier,Parque Berrio,15.9,Lunes,18,1,0,1,medio,Taxi
Estadio,Madera,17.1,Lunes,15,0,0,0,alto,Bus
Universidad,Bello,10.6,Lunes,21,0,0,1,alto,Taxi
Tricentenario,La Estrella,4.1,Jueves,4,0,0,0,medio,Taxi
Acevedo,Santa Lucia,4.9,Martes,5,0,0,0,alto,Bus
San Javier,Acevedo,16.9,Miercoles,8,1,0,0,medio,Bus
Acevedo,Envigado,14.7,Lunes,10,0,0,1,bajo,Taxi
Prado,Madera,7.2,Martes,19,1,0,1,alto,Taxi
Universidad,Acevedo,3.6,Sabado,12,1,1,0,alto,Bus
Industriales,Itagui,12.1,Jueves,21,0,0,1,bajo,Taxi
Estadio,Acevedo,18.9,Miercoles,16,0,0,0,alto,Taxi
Ayura,Floresta,13.3,Jueves,17,1,0,0,alto,Metro
Alpujarra,Tricentenario,18.1,Sabado,7,1,1,0,alto,Metro
La Estrella,Alpujarra,5.8,Domingo,6,1,1,1,bajo,Taxi
Industriales,Poblado,14.7,Martes,16,0,0,1,alto,Taxi
Bello,Itagui,9.7,Miercoles,21,0,0,0,medio,Metro
Aguacatala,Prado,14.1,Domingo,7,1,1,0,medio,Metro
Cisneros,Niquia,17.3,Domingo,15,0,1,0,bajo,Bus
Parque Berrio,Niquia,18.2,Martes,18,1,0,0,medio,Metro
Ayura,Hospital,6.9,Miercoles,15,0,0,0,bajo,Bus
Tricentenario,La Estrella,17.9,Lunes,8,1,0,0,medio,Metro
Envigado,Itagui,16.9,Lunes,1,0,0,0,medio,Metro
Caribe,Hospital,1.7,Sabado,19,1,1,1,bajo,Taxi
Floresta,Bello,15.2,Lunes,21,0,0,1,alto,Taxi
Bello,San Javier,15.7,Viernes,2,0,0,0,alto,Metro
Caribe,San Javier,8.6,Domingo,23,0,1,0,alto,Metro
Ayura,Floresta,1.3,Viernes,6,1,0,0,bajo,Caminando
Sabaneta,Estadio,1.3,Lunes,20,0,0,0,medio,Bus
Parque Berrio,Acevedo,7.2,Viernes,6,1,0,1,medio,Taxi
Niquia,Ayura,2.4,Sabado,7,1,1,0,alto,Bus
Aguacatala,San Javier,5.7,Miercoles,4,0,0,0,alto,Metro
Hospital,Madera,13.0,Miercoles,6,1,0,1,alto,Taxi
Bello,Envigado,15.0,Martes,6,1,0,0,medio,Bus
San Javier,San Antonio,9.1,Miercoles,17,1,0,0,medio,Bus
Cisneros,Bello,11.2,Miercoles,16,0,0,0,alto,Taxi
Envigado,La Estrella,12.1,Jueves,3,0,0,0,alto,Taxi
Ayura,Tricentenario,1.8,Jueves,20,0,0,1,alto,Taxi
Itagui,Prado,3.9,Martes,0,0,0,1,bajo,Taxi
Suramericana,Industriales,5.2,Lunes,1,0,0,1,alto,Taxi
Itagui,Santa Lucia,13.8,Miercoles,22,0,0,1,bajo,Taxi
Suramericana,San Antonio,4.8,Domingo,22,0,1,0,bajo,Metro
Parque Berrio,Madera,19.8,Jueves,15,0,0,0,bajo,Bus
Prado,Santa Lucia,3.3,Viernes,20,0,0,1,alto,Taxi
Santa Lucia,Itagui,15.5,Jueves,1,0,0,0,bajo,Bus
Universidad,Caribe,7.9,Domingo,5,0,1,0,alto,Taxi
Suramericana,Tricentenario,13.2,Martes,9,0,0,0,medio,Metro
Tricentenario,Aguacatala,13.2,Domingo,20,0,1,1,medio,Taxi
Sabaneta,Bello,4.8,Martes,21,0,0,1,medio,Taxi
La Estrella,Acevedo,17.3,Domingo,1,0,1,1,medio,Taxi
San Javier,Cisneros,14.4,Viernes,22,0,0,0,alto,Bus
Prado,Sabaneta,18.1,Martes,21,0,0,1,medio,Taxi
Tricentenario,Floresta,5.2,Viernes,13,1,0,1,bajo,Taxi
Itagui,San Antonio,6.1,Jueves,6,1,0,0,bajo,Bus
Niquia,Industriales,8.9,Sabado,19,1,1,1,bajo,Taxi
Universidad,Madera,13.1,Sabado,15,0,1,1,medio,Taxi
Industriales,Acevedo,15.9,Martes,7,1,0,0,alto,Metro
Santa Lucia,San Javier,17.3,Martes,6,1,0,1,bajo,Taxi
Exposiciones,Prado,13.7,Martes,4,0,0,1,alto,Taxi
Caribe,Floresta,2.4,Miercoles,4,0,0,0,medio,Bus
Estadio,Hospital,15.9,Lunes,15,0,0,1,bajo,Taxi
Aguacatala,Floresta,16.0,Domingo,10,0,1,1,alto,Taxi
Madera,Prado,9.8,Lunes,23,0,0,0,bajo,Bus
Prado,San Antonio,9.4,Miercoles,13,1,0,0,medio,Bus
Parque Berrio,La Estrella,16.1,Domingo,5,0,1,1,bajo,Taxi
San Javier,La Estrella,14.0,Lunes,5,0,0,0,bajo,Bus
Hospital,Acevedo,9.6,Miercoles,7,1,0,0,medio,Metro
Itagui,Madera,3.2,Martes,9,0,0,0,alto,Bus
Suramericana,Universidad,4.2,Martes,18,1,0,1,bajo,Taxi
Acevedo,Madera,3.9,Viernes,21,0,0,1,medio,Taxi
Exposiciones,Santa Lucia,7.3,Jueves,16,0,0,0,medio,Bus
San Javier,Floresta,5.3,Miercoles,0,0,0,1,alto,Taxi
Envigado,Prado,19.6,Miercoles,3,0,0,1,alto,Taxi
Niquia,Cisneros,8.2,Lunes,1,0,0,0,bajo,Bus
Universidad,Poblado,18.9,Sabado,0,0,1,1,alto,Taxi
La Estrella,Acevedo,3.2,Domingo,0,0,1,1,bajo,Taxi
Floresta,Universidad,18.5,Miercoles,19,1,0,0,alto,Metro
Alpujarra,San Antonio,8.3,Sabado,2,0,1,0,alto,Bus
Madera,Alpujarra,14.7,Lunes,7,1,0,1,bajo,Taxi
Universidad,Prado,7.3,Jueves,14,1,0,0,alto,Bus
La Estrella,Acevedo,20.0,Jueves,1,0,0,0,alto,Metro
Universidad,Hospital,13.2,Viernes,17,1,0,0,bajo,Bus
Industriales,Bello,11.2,Viernes,0,0,0,0,alto,Bus
Prado,Sabaneta,10.4,Viernes,19,1,0,0,medio,Metro
La Estrella,Ayura,10.5,Martes,19,1,0,1,bajo,Taxi
Sabaneta,Acevedo,6.0,Martes,17,1,0,0,medio,Bus
Itagui,Tricentenario,8.3,Domingo,23,0,1,0,alto,Metro
Itagui,Universidad,10.2,Miercoles,11,1,0,1,bajo,Taxi
Prado,Floresta,14.0,Sabado,5,0,1,0,medio,Bus
Caribe,Tricentenario,15.6,Miercoles,19,1,0,1,alto,Taxi
Suramericana,Acevedo,4.7,Lunes,22,0,0,0,medio,Taxi
Acevedo,Envigado,15.2,Miercoles,6,1,0,0,medio,Bus
Cisneros,Alpujarra,19.2,Lunes,12,1,0,0,bajo,Bus
Sabaneta,Santa Lucia,17.2,Martes,20,0,0,0,bajo,Bus
Cisneros,Poblado,17.9,Viernes,22,0,0,0,bajo,Bus
Caribe,Exposiciones,14.1,Miercoles,3,0,0,0,medio,Metro
Aguacatala,Ayura,4.5,Martes,22,0,0,0,bajo,Taxi
Ayura,San Antonio,7.7,Viernes,10,0,0,1,bajo,Taxi
Parque Berrio,Madera,13.5,Miercoles,2,0,0,1,medio,Taxi
Prado,Cisneros,14.1,Jueves,17,1,0,0,medio,Metro
Tricentenario,Madera,1.4,Jueves,17,1,0,0,medio,Caminando
Ayura,Santa Lucia,5.6,Miercoles,1,0,0,0,medio,Metro
Universidad,Caribe,18.6,Lunes,18,1,0,0,bajo,Bus
Caribe,Alpujarra,6.6,Lunes,6,1,0,0,bajo,Bus
Niquia,Itagui,13.6,Miercoles,3,0,0,1,alto,Taxi
