origen,destino,tipo_transporte,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,fecha,clima
Poblado,Prado,Caminando,4.5,Viernes,17,1,0,19.3,0,1,2025-07-18,Tormenta
Parque Berrio,Caribe,Metro,7.0,Jueves,19,1,0,12.0,3840,1,2025-05-29,Tormenta
Aguacatala,Hospital,Metro,11.8,Viernes,23,0,0,9.7,3200,0,2025-07-18,Tormenta
Hospital,Floresta,Cable,3.3,Jueves,3,0,0,9.5,0,0,2025-12-25,Soleado
Poblado,Ayura,Taxi,10.9,Miercoles,13,1,0,102.1,14664,0,2025-12-24,Tormenta
Aguacatala,Bello,Taxi,1.9,Martes,17,1,0,12.0,6024,0,2025-08-12,Tormenta
Exposiciones,Envigado,Bus,3.3,Miercoles,3,0,0,6.0,2800,0,2025-03-12,Lluvia
Envigado,Prado,Cable,9.1,Martes,21,0,0,44.3,0,0,2025-02-04,Tormenta
Niquia,Exposiciones,Metro,8.3,Viernes,0,0,0,7.7,3200,0,2025-09-19,Nublado
San Antonio,Hospital,Cable,7.7,Domingo,6,1,1,24.4,0,0,2025-04-20,Soleado
Tricentenario,Santa Lucia,Bus,7.7,Viernes,4,0,0,16.6,2800,1,2025-09-19,Tormenta
Cisneros,La Estrella,Taxi,1.8,Sabado,8,1,1,9.6,5928,0,2025-04-26,Soleado
Universidad,Santa Lucia,Taxi,11.5,Domingo,14,1,1,52.1,15240,0,2025-07-20,Tormenta
La Estrella,Suramericana,Bus,8.0,Domingo,19,1,1,11.7,3360,0,2025-05-04,Soleado
Santa Lucia,Suramericana,Bus,4.9,Martes,1,0,0,7.7,2800,0,2025-11-25,Lluvia
Parque Berrio,Itagui,Caminando,8.2,Martes,9,0,0,27.1,0,0,2025-06-17,Nublado
Aguacatala,San Antonio,Metro,8.5,Domingo,15,0,1,6.6,3200,0,2025-12-21,Lluvia
Parque Berrio,La Estrella,Caminando,13.7,Domingo,10,0,1,34.6,0,0,2025-04-27,Lluvia
Ayura,Santa Lucia,Cable,10.4,Viernes,8,1,0,46.5,0,0,2025-05-23,Lluvia
Universidad,Santa Lucia,Taxi,3.9,Miercoles,17,1,0,30.2,7944,1,2025-12-31,Lluvia
La Estrella,Hospital,Bus,3.6,Lunes,20,0,0,6.7,2800,1,2025-11-03,Tormenta
Santa Lucia,Prado,Caminando,3.0,Domingo,17,1,1,11.6,0,0,2025-08-24,Tormenta
Niquia,Acevedo,Bus,14.1,Domingo,15,0,1,17.7,2800,0,2025-05-11,Tormenta
Universidad,Parque Berrio,Metro,9.3,Jueves,20,0,0,9.7,3200,1,2025-08-07,Nublado
Acevedo,Exposiciones,Metro,2.5,Miercoles,2,0,0,2.7,3200,1,2025-01-22,Tormenta
Universidad,Bello,Caminando,5.7,Viernes,0,0,0,21.1,0,0,2025-01-31,Nublado
Hospital,La Estrella,Caminando,12.8,Lunes,8,1,0,56.1,0,0,2025-10-20,Nublado
Caribe,Cisneros,Cable,14.4,Martes,17,1,0,60.9,0,0,2025-04-15,Lluvia
Suramericana,Aguacatala,Metro,4.1,Martes,7,1,0,6.3,3840,1,2025-02-18,Nublado
Prado,Acevedo,Metro,7.1,Sabado,21,0,1,6.1,3200,0,2025-05-03,Nublado
Acevedo,Madera,Cable,3.1,Miercoles,14,1,0,19.3,0,0,2025-12-31,Soleado
Envigado,Suramericana,Taxi,7.1,Miercoles,21,0,0,43.9,9180,1,2025-04-16,Tormenta
Cisneros,Poblado,Caminando,10.8,Miercoles,11,1,0,59.4,0,0,2025-04-16,Tormenta
Universidad,Hospital,Taxi,4.5,Lunes,12,1,0,31.9,8520,0,2025-06-30,Tormenta
Niquia,Santa Lucia,Caminando,7.3,Lunes,20,0,0,29.2,0,0,2025-05-05,Tormenta
Niquia,Ayura,Cable,7.1,Domingo,13,1,1,24.2,0,0,2025-08-17,Lluvia
Aguacatala,Caribe,Bus,12.8,Miercoles,18,1,0,41.3,3360,0,2025-04-23,Soleado
Santa Lucia,Caribe,Metro,4.5,Miercoles,22,0,0,4.8,3200,1,2025-11-12,Nublado
Industriales,Prado,Bus,3.3,Lunes,13,1,0,6.9,3360,0,2025-04-28,Nublado
Parque Berrio,Itagui,Cable,1.2,Martes,5,0,0,5.1,0,1,2025-08-05,Soleado
Prado,Cisneros,Bus,8.7,Miercoles,3,0,0,14.3,2800,0,2025-10-01,Nublado
Hospital,Cisneros,Metro,8.2,Lunes,5,0,0,6.6,3200,1,2025-06-16,Nublado
Caribe,Bello,Cable,13.1,Viernes,4,0,0,53.1,0,1,2025-03-21,Nublado
Poblado,Caribe,Metro,1.9,Jueves,5,0,0,3.7,3200,0,2025-05-08,Tormenta
Envigado,Itagui,Cable,12.0,Viernes,14,1,0,65.3,0,0,2025-09-26,Lluvia
Ayura,Industriales,Bus,12.3,Lunes,15,0,0,18.5,2800,0,2025-09-15,Lluvia
Acevedo,La Estrella,Cable,6.2,Martes,12,1,0,29.7,0,1,2025-07-15,Tormenta
Estadio,La Estrella,Bus,10.1,Martes,18,1,0,24.0,3360,1,2025-08-19,Nublado
Poblado,Prado,Cable,6.2,Jueves,14,1,0,28.0,0,0,2025-07-24,Nublado
Tricentenario,San Javier,Metro,5.9,Domingo,11,1,1,7.8,3840,0,2025-06-01,Soleado
Sabaneta,Parque Berrio,Taxi,1.6,Sabado,17,1,1,10.8,5736,1,2025-09-20,Lluvia
Universidad,San Antonio,Caminando,3.0,Miercoles,0,0,0,11.6,0,1,2025-03-26,Nublado
La Estrella,Ayura,Taxi,5.7,Lunes,14,1,0,47.3,9672,0,2025-01-13,Lluvia
Bello,Cisneros,Caminando,11.6,Lunes,3,0,0,39.3,0,0,2025-10-27,Soleado
Tricentenario,Industriales,Taxi,11.2,Viernes,22,0,0,62.6,12460,0,2025-12-05,Nublado
Madera,La Estrella,Cable,1.6,Jueves,12,1,0,7.6,0,1,2025-05-22,Nublado
Industriales,Cisneros,Bus,14.9,Jueves,17,1,0,33.7,3360,1,2025-08-07,Soleado
Prado,Estadio,Cable,13.8,Lunes,7,1,0,60.9,0,1,2025-02-03,Tormenta
Suramericana,San Antonio,Caminando,9.1,Jueves,15,0,0,32.6,0,0,2025-07-10,Lluvia
Ayura,Tricentenario,Caminando,12.3,Miercoles,21,0,0,48.8,0,0,2025-09-24,Tormenta
Aguacatala,Prado,Taxi,14.6,Jueves,9,0,0,94.6,15180,0,2025-09-18,Lluvia
Acevedo,Caribe,Caminando,7.5,Viernes,7,1,0,32.9,0,0,2025-04-25,Lluvia
Industriales,Estadio,Cable,5.2,Domingo,18,1,1,16.8,0,0,2025-08-03,Soleado
Estadio,San Antonio,Metro,3.2,Martes,12,1,0,12.1,3840,1,2025-08-12,Nublado
Aguacatala,Ayura,Cable,7.0,Miercoles,6,1,0,32.1,0,0,2025-10-29,Lluvia
Caribe,La Estrella,Taxi,2.4,Viernes,12,1,0,15.1,6504,1,2025-10-31,Tormenta
Aguacatala,Madera,Bus,3.5,Lunes,0,0,0,5.1,2800,0,2025-01-27,Lluvia
San Javier,Itagui,Metro,5.6,Martes,5,0,0,4.6,3200,0,2025-01-21,Soleado
Cisneros,Universidad,Bus,4.7,Domingo,15,0,1,5.2,2800,1,2025-07-20,Lluvia
Tricentenario,Madera,Cable,10.0,Viernes,8,1,0,57.5,0,0,2025-11-07,Lluvia
Bello,Industriales,Taxi,12.3,Domingo,5,0,1,42.2,13340,1,2025-12-07,Tormenta
Industriales,Cisneros,Bus,3.9,Domingo,21,0,1,4.7,2800,1,2025-06-08,Soleado
Itagui,Acevedo,Bus,3.1,Martes,14,1,0,6.5,3360,0,2025-02-25,Nublado
Santa Lucia,Aguacatala,Cable,14.1,Martes,3,0,0,42.5,0,1,2025-07-29,Nublado
Exposiciones,Universidad,Taxi,12.8,Lunes,1,0,0,76.9,13740,0,2025-02-03,Tormenta
San Javier,Exposiciones,Taxi,11.4,Martes,4,0,0,65.8,12620,0,2025-08-19,Nublado
Niquia,Cisneros,Bus,7.8,Viernes,13,1,0,25.2,3360,0,2025-05-09,Nublado
Ayura,La Estrella,Cable,6.9,Viernes,6,1,0,40.9,0,0,2025-05-23,Lluvia
San Antonio,Niquia,Metro,4.0,Viernes,16,0,0,3.9,3200,0,2025-09-05,Lluvia
Ayura,Exposiciones,Caminando,7.1,Jueves,19,1,0,45.3,0,0,2025-10-30,Lluvia
Envigado,Suramericana,Cable,1.3,Jueves,9,0,0,4.7,0,1,2025-01-23,Tormenta
Poblado,La Estrella,Caminando,7.3,Martes,10,0,0,23.1,0,1,2025-04-29,Nublado
San Javier,Itagui,Taxi,8.4,Martes,8,1,0,51.7,12264,0,2025-07-22,Tormenta
Niquia,Poblado,Metro,1.2,Sabado,8,1,1,1.6,3840,0,2025-02-08,Lluvia
Estadio,Sabaneta,Metro,8.5,Viernes,18,1,0,13.7,3840,0,2025-09-12,Tormenta
Envigado,Estadio,Taxi,1.2,Martes,17,1,0,9.1,5352,1,2025-04-01,Tormenta
Niquia,Tricentenario,Bus,10.4,Martes,5,0,0,17.5,2800,1,2025-05-13,Nublado
Alpujarra,Acevedo,Taxi,2.1,Domingo,17,1,1,9.7,6216,0,2025-06-08,Nublado
Madera,Suramericana,Taxi,5.7,Miercoles,3,0,0,29.9,8060,0,2025-04-02,Soleado
Aguacatala,Santa Lucia,Caminando,12.0,Viernes,2,0,0,39.1,0,1,2025-05-23,Lluvia
Floresta,Niquia,Caminando,3.0,Viernes,2,0,0,8.8,0,0,2025-02-14,Tormenta
Estadio,La Estrella,Taxi,12.1,Jueves,10,0,0,61.5,13180,0,2025-01-16,Tormenta
Universidad,Caribe,Bus,11.8,Viernes,20,0,0,23.1,2800,0,2025-11-14,Nublado
Cisneros,San Javier,Cable,5.5,Lunes,14,1,0,27.1,0,1,2025-10-13,Nublado
Niquia,Sabaneta,Taxi,10.1,Jueves,21,0,0,50.9,11580,0,2025-01-09,Tormenta
Madera,Caribe,Metro,9.3,Sabado,16,0,1,6.7,3200,0,2025-11-01,Lluvia
Acevedo,La Estrella,Metro,5.4,Domingo,10,0,1,4.6,3200,0,2025-11-23,Soleado
Parque Berrio,Santa Lucia,Bus,15.0,Martes,8,1,0,35.3,3360,0,2025-12-23,Lluvia
Madera,Ayura,Taxi,1.4,Martes,13,1,0,9.9,5544,1,2025-06-03,Nublado
Ayura,La Estrella,Caminando,2.3,Viernes,11,1,0,10.7,0,0,2025-02-21,Nublado
Itagui,Universidad,Caminando,4.9,Lunes,7,1,0,29.9,0,0,2025-02-10,Soleado
Suramericana,Santa Lucia,Caminando,13.7,Jueves,22,0,0,51.6,0,0,2025-10-23,Soleado
Parque Berrio,Poblado,Metro,11.4,Miercoles,10,0,0,9.9,3200,0,2025-12-03,Soleado
Acevedo,Ayura,Metro,8.6,Viernes,11,1,0,12.0,3840,0,2025-08-29,Nublado
Madera,Alpujarra,Bus,9.8,Sabado,20,0,1,9.2,2800,0,2025-04-05,Nublado
Floresta,San Javier,Caminando,10.5,Sabado,13,1,1,45.5,0,0,2025-05-03,Nublado
Aguacatala,Itagui,Bus,9.6,Viernes,13,1,0,23.9,3360,1,2025-01-31,Nublado
Exposiciones,Sabaneta,Cable,4.5,Viernes,9,0,0,18.4,0,0,2025-10-24,Tormenta
Niquia,Tricentenario,Cable,10.7,Jueves,6,1,0,58.2,0,0,2025-10-30,Nublado
Tricentenario,Floresta,Metro,11.2,Martes,7,1,0,19.2,3840,1,2025-04-29,Soleado
Itagui,Niquia,Bus,6.8,Miercoles,22,0,0,11.0,2800,1,2025-02-26,Soleado
Alpujarra,San Antonio,Cable,7.2,Domingo,21,0,1,15.1,0,1,2025-07-13,Lluvia
Universidad,Santa Lucia,Bus,7.1,Lunes,15,0,0,11.0,2800,1,2025-09-08,Soleado
Floresta,Poblado,Caminando,2.5,Jueves,6,1,0,11.8,0,1,2025-05-29,Soleado
Aguacatala,Cisneros,Caminando,5.9,Lunes,18,1,0,33.1,0,0,2025-02-03,Lluvia
Cisneros,Aguacatala,Cable,4.1,Lunes,5,0,0,29.7,0,0,2025-05-19,Nublado
Envigado,Ayura,Bus,8.3,Miercoles,8,1,0,23.8,3360,0,2025-02-26,Lluvia
Floresta,Exposiciones,Metro,4.4,Domingo,18,1,1,4.3,3840,0,2025-02-02,Nublado
La Estrella,Aguacatala,Caminando,5.6,Jueves,4,0,0,21.4,0,0,2025-01-02,Soleado
Aguacatala,Universidad,Bus,11.1,Martes,23,0,0,18.7,2800,1,2025-02-25,Nublado
La Estrella,Exposiciones,Caminando,2.3,Viernes,18,1,0,11.9,0,1,2025-10-17,Soleado
San Antonio,Exposiciones,Cable,7.9,Domingo,17,1,1,28.1,0,0,2025-05-04,Soleado
Itagui,Tricentenario,Bus,7.5,Miercoles,1,0,0,13.3,2800,1,2025-07-30,Tormenta
Santa Lucia,Tricentenario,Bus,2.4,Domingo,6,1,1,3.9,3360,0,2025-04-20,Lluvia
La Estrella,Itagui,Cable,13.9,Viernes,2,0,0,51.2,0,1,2025-04-18,Nublado
Bello,Ayura,Taxi,14.0,Domingo,5,0,1,51.2,14700,0,2025-10-05,Lluvia
Acevedo,Madera,Caminando,1.0,Domingo,7,1,1,4.0,0,0,2025-10-26,Nublado
Niquia,Estadio,Metro,10.3,Martes,18,1,0,13.8,3840,1,2025-11-18,Soleado
Floresta,Caribe,Bus,5.1,Viernes,6,1,0,10.6,3360,0,2025-04-18,Soleado
Acevedo,Estadio,Bus,12.7,Lunes,20,0,0,21.5,2800,0,2025-07-07,Nublado
Aguacatala,Exposiciones,Metro,8.5,Sabado,11,1,1,10.2,3840,1,2025-03-29,Nublado
Universidad,Madera,Bus,4.2,Viernes,3,0,0,8.4,2800,0,2025-08-01,Lluvia
Poblado,Caribe,Caminando,14.4,Martes,21,0,0,48.6,0,0,2025-09-30,Lluvia
San Antonio,Prado,Caminando,3.7,Domingo,23,0,1,8.2,0,0,2025-04-20,Soleado
Itagui,Acevedo,Bus,8.8,Martes,7,1,0,21.9,3360,0,2025-01-28,Nublado
Bello,Envigado,Bus,4.4,Viernes,7,1,0,9.1,3360,0,2025-10-03,Soleado
Hospital,Itagui,Caminando,4.6,Miercoles,10,0,0,14.8,0,1,2025-02-12,Tormenta
Aguacatala,Universidad,Bus,8.3,Miercoles,22,0,0,15.4,2800,0,2025-04-23,Soleado
Floresta,Suramericana,Taxi,14.9,Domingo,5,0,1,76.4,15420,1,2025-08-24,Soleado
Suramericana,Floresta,Metro,11.6,Miercoles,10,0,0,14.0,3200,1,2025-02-12,Nublado
Aguacatala,Cisneros,Metro,1.8,Miercoles,17,1,0,3.0,3840,1,2025-08-13,Nublado
Alpujarra,San Antonio,Cable,11.5,Jueves,3,0,0,35.7,0,0,2025-12-11,Tormenta
Parque Berrio,Ayura,Caminando,12.5,Domingo,4,0,1,27.5,0,1,2025-02-09,Tormenta
Aguacatala,Bello,Caminando,1.6,Lunes,14,1,0,6.6,0,0,2025-08-11,Tormenta
Alpujarra,San Javier,Taxi,8.4,Sabado,11,1,1,44.2,12264,1,2025-02-15,Nublado
Suramericana,Prado,Caminando,10.3,Domingo,10,0,1,23.6,0,0,2025-04-27,Tormenta
Floresta,Bello,Caminando,1.7,Martes,20,0,0,5.1,0,0,2025-01-21,Tormenta
Sabaneta,Alpujarra,Metro,2.8,Domingo,20,0,1,1.6,3200,0,2025-11-16,Tormenta
Prado,Envigado,Metro,4.7,Domingo,16,0,1,3.8,3200,0,2025-10-12,Tormenta
Aguacatala,Hospital,Caminando,8.4,Jueves,12,1,0,34.9,0,1,2025-04-10,Soleado
Tricentenario,Floresta,Cable,11.2,Jueves,21,0,0,39.6,0,0,2025-11-13,Lluvia
Industriales,Parque Berrio,Bus,11.6,Sabado,7,1,1,17.6,3360,0,2025-01-11,Tormenta
Universidad,Acevedo,Taxi,13.2,Viernes,2,0,0,79.9,14060,0,2025-05-09,Tormenta
Caribe,Exposiciones,Taxi,6.6,Jueves,1,0,0,30.2,8780,0,2025-05-29,Nublado
Parque Berrio,Universidad,Metro,6.3,Martes,2,0,0,6.3,3200,1,2025-12-09,Soleado
Estadio,Hospital,Metro,12.6,Martes,7,1,0,17.7,3840,1,2025-07-08,Soleado
San Javier,Floresta,Taxi,14.9,Lunes,9,0,0,70.5,15420,1,2025-01-20,Lluvia
Universidad,Envigado,Taxi,6.5,Martes,10,0,0,29.6,8700,1,2025-10-28,Soleado
Santa Lucia,Sabaneta,Cable,8.6,Sabado,14,1,1,33.2,0,0,2025-09-27,Nublado
Aguacatala,Universidad,Bus,15.0,Domingo,20,0,1,14.3,2800,1,2025-07-27,Soleado
Madera,Suramericana,Caminando,14.9,Martes,15,0,0,42.1,0,0,2025-09-16,Soleado
Niquia,Universidad,Bus,5.7,Martes,0,0,0,9.6,2800,0,2025-01-14,Soleado
Hospital,Floresta,Cable,4.7,Viernes,15,0,0,14.8,0,1,2025-06-20,Tormenta
Niquia,La Estrella,Bus,2.9,Domingo,11,1,1,4.2,3360,1,2025-07-20,Soleado
Ayura,San Javier,Caminando,4.2,Martes,3,0,0,14.0,0,0,2025-05-27,Nublado
Estadio,Industriales,Bus,14.2,Sabado,23,0,1,18.3,2800,1,2025-03-29,Tormenta
Prado,Alpujarra,Taxi,4.6,Domingo,2,0,1,13.2,7180,0,2025-08-03,Nublado
Ayura,Itagui,Cable,11.9,Miercoles,11,1,0,57.6,0,0,2025-01-22,Tormenta
Suramericana,Floresta,Metro,2.6,Martes,22,0,0,2.2,3200,1,2025-09-23,Soleado
Universidad,Bello,Caminando,6.6,Martes,11,1,0,36.4,0,0,2025-04-15,Tormenta
Tricentenario,Santa Lucia,Cable,2.4,Viernes,10,0,0,7.1,0,0,2025-02-07,Lluvia
Bello,Poblado,Caminando,9.0,Jueves,5,0,0,31.3,0,0,2025-10-09,Nublado
Sabaneta,Universidad,Caminando,2.6,Viernes,9,0,0,8.3,0,0,2025-05-16,Tormenta
Estadio,Universidad,Taxi,13.1,Lunes,7,1,0,123.4,16776,0,2025-06-02,Tormenta
Bello,Hospital,Bus,1.7,Jueves,11,1,0,4.8,3360,0,2025-11-27,Soleado
Ayura,Alpujarra,Caminando,12.2,Sabado,22,0,1,26.8,0,1,2025-10-25,Tormenta
Prado,Sabaneta,Bus,11.7,Sabado,19,1,1,22.2,3360,0,2025-07-26,Lluvia
Cisneros,Envigado,Caminando,2.3,Martes,23,0,0,8.1,0,0,2025-11-04,Tormenta
La Estrella,Itagui,Bus,5.1,Lunes,10,0,0,10.1,2800,0,2025-03-17,Nublado
Caribe,Hospital,Metro,11.9,Sabado,7,1,1,14.8,3840,0,2025-04-05,Soleado
Industriales,La Estrella,Metro,6.6,Lunes,15,0,0,5.7,3200,0,2025-10-13,Soleado
La Estrella,Poblado,Bus,8.3,Lunes,9,0,0,12.6,2800,0,2025-04-21,Lluvia
La Estrella,Hospital,Caminando,12.7,Miercoles,21,0,0,54.6,0,0,2025-03-12,Tormenta
San Javier,Acevedo,Bus,5.8,Lunes,18,1,0,15.6,3360,1,2025-12-22,Lluvia
Envigado,Santa Lucia,Bus,2.3,Lunes,21,0,0,4.1,2800,0,2025-08-11,Soleado
Cisneros,Universidad,Metro,2.4,Miercoles,15,0,0,2.9,3200,0,2025-10-15,Lluvia
Itagui,San Antonio,Metro,6.6,Viernes,6,1,0,8.7,3840,0,2025-05-09,Lluvia
La Estrella,Bello,Metro,1.0,Miercoles,15,0,0,1.1,3200,0,2025-03-26,Tormenta
Madera,Bello,Metro,2.1,Viernes,16,0,0,2.4,3200,0,2025-07-18,Soleado
Bello,Acevedo,Cable,2.1,Domingo,1,0,1,5.5,0,0,2025-09-28,Soleado
Poblado,Industriales,Bus,13.2,Miercoles,16,0,0,28.0,2800,0,2025-11-19,Soleado
Floresta,Alpujarra,Bus,1.2,Domingo,8,1,1,2.2,3360,1,2025-11-23,Nublado
Bello,Floresta,Cable,11.7,Jueves,23,0,0,39.2,0,1,2025-03-13,Soleado
Envigado,Cisneros,Metro,13.9,Martes,23,0,0,17.5,3200,0,2025-09-09,Soleado
Estadio,Suramericana,Taxi,1.9,Domingo,12,1,1,9.0,6024,1,2025-01-12,Nublado
San Antonio,Exposiciones,Bus,2.5,Lunes,11,1,0,6.7,3360,1,2025-04-14,Nublado
San Javier,Acevedo,Metro,6.3,Miercoles,5,0,0,5.7,3200,0,2025-11-05,Lluvia
Tricentenario,Aguacatala,Cable,6.3,Martes,18,1,0,28.2,0,0,2025-10-07,Lluvia
Parque Berrio,Prado,Caminando,13.1,Domingo,23,0,1,29.4,0,0,2025-01-26,Soleado
Cisneros,Acevedo,Cable,4.3,Jueves,9,0,0,12.9,0,1,2025-05-22,Tormenta
Envigado,Acevedo,Bus,10.3,Martes,23,0,0,15.2,2800,1,2025-08-26,Nublado
La Estrella,Madera,Cable,2.4,Miercoles,17,1,0,10.8,0,0,2025-10-29,Nublado
Itagui,Envigado,Taxi,4.3,Martes,23,0,0,21.8,6940,0,2025-09-09,Nublado
Acevedo,Envigado,Bus,6.7,Lunes,21,0,0,10.8,2800,0,2025-10-06,Soleado
Aguacatala,Cisneros,Caminando,6.6,Lunes,23,0,0,27.8,0,0,2025-10-06,Soleado
Exposiciones,Ayura,Bus,13.0,Domingo,16,0,1,12.3,2800,0,2025-07-27,Nublado
Madera,Santa Lucia,Bus,5.6,Jueves,7,1,0,12.3,3360,0,2025-04-03,Lluvia
Niquia,Suramericana,Taxi,10.6,Sabado,14,1,1,55.8,14376,1,2025-10-04,Nublado
Madera,Sabaneta,Bus,14.6,Martes,18,1,0,43.0,3360,0,2025-06-17,Lluvia
Hospital,Poblado,Caminando,12.0,Sabado,17,1,1,51.8,0,1,2025-11-08,Soleado
San Antonio,Cisneros,Metro,10.3,Jueves,22,0,0,11.0,3200,0,2025-11-06,Lluvia
Ayura,Parque Berrio,Bus,12.8,Lunes,19,1,0,35.4,3360,1,2025-06-02,Soleado
Parque Berrio,Exposiciones,Cable,14.5,Lunes,17,1,0,183.7,0,1,2025-11-17,Nublado
Hospital,Itagui,Cable,3.7,Lunes,12,1,0,21.9,0,1,2025-08-18,Tormenta
Prado,Industriales,Metro,7.9,Martes,2,0,0,8.4,3200,1,2025-11-11,Tormenta
Ayura,Aguacatala,Bus,7.9,Sabado,10,0,1,10.8,2800,0,2025-03-08,Soleado
Exposiciones,San Javier,Bus,6.2,Martes,20,0,0,11.9,2800,0,2025-12-16,Lluvia
Estadio,Exposiciones,Cable,9.0,Viernes,10,0,0,24.5,0,1,2025-11-14,Nublado
Estadio,Floresta,Taxi,3.6,Viernes,8,1,0,28.7,7656,0,2025-07-11,Nublado
Alpujarra,La Estrella,Taxi,9.9,Domingo,20,0,1,30.0,11420,0,2025-04-06,Lluvia
Suramericana,Exposiciones,Bus,5.8,Jueves,17,1,0,12.8,3360,0,2025-04-10,Lluvia
Caribe,Itagui,Taxi,6.4,Viernes,5,0,0,41.1,8620,0,2025-09-05,Nublado
Santa Lucia,Hospital,Taxi,2.4,Lunes,19,1,0,22.1,6504,1,2025-09-29,Tormenta
Alpujarra,Exposiciones,Metro,14.4,Jueves,15,0,0,18.4,3200,1,2025-11-27,Lluvia
Estadio,Aguacatala,Taxi,3.7,Miercoles,7,1,0,30.9,7752,0,2025-05-14,Soleado
Cisneros,Acevedo,Cable,1.7,Lunes,15,0,0,6.0,0,0,2025-11-03,Lluvia
Suramericana,Bello,Metro,5.3,Domingo,6,1,1,5.4,3840,0,2025-07-06,Lluvia
Universidad,Acevedo,Bus,12.4,Domingo,11,1,1,22.5,3360,0,2025-03-30,Nublado
Suramericana,Industriales,Cable,14.4,Jueves,1,0,0,44.8,0,0,2025-06-12,Soleado
Parque Berrio,Suramericana,Metro,7.4,Domingo,11,1,1,8.6,3840,1,2025-01-19,Tormenta
Envigado,Bello,Caminando,4.8,Domingo,15,0,1,9.7,0,0,2025-03-09,Lluvia
Exposiciones,Caribe,Bus,6.8,Jueves,17,1,0,21.7,3360,0,2025-06-19,Tormenta
Suramericana,Estadio,Cable,5.2,Viernes,14,1,0,23.0,0,0,2025-10-03,Lluvia
Floresta,San Javier,Taxi,11.3,Domingo,20,0,1,40.0,12540,0,2025-10-05,Lluvia
Caribe,Envigado,Bus,14.5,Jueves,19,1,0,43.7,3360,0,2025-06-05,Nublado
Niquia,Madera,Metro,9.9,Viernes,9,0,0,10.8,3200,1,2025-03-21,Nublado
Tricentenario,San Javier,Metro,3.9,Lunes,10,0,0,3.8,3200,0,2025-06-16,Tormenta
Envigado,Estadio,Bus,5.2,Martes,3,0,0,10.6,2800,0,2025-12-16,Tormenta
Tricentenario,Ayura,Bus,11.1,Martes,14,1,0,26.3,3360,0,2025-08-05,Nublado
Alpujarra,Envigado,Bus,14.3,Martes,9,0,0,19.9,2800,0,2025-07-08,Soleado
Floresta,Tricentenario,Bus,9.5,Domingo,4,0,1,13.7,2800,0,2025-02-02,Soleado
Bello,Industriales,Metro,6.8,Domingo,16,0,1,5.0,3200,0,2025-02-16,Lluvia
Niquia,Itagui,Bus,10.3,Sabado,12,1,1,16.0,3360,0,2025-08-30,Tormenta
San Antonio,Prado,Taxi,7.8,Miercoles,20,0,0,38.6,9740,0,2025-10-15,Lluvia
Tricentenario,La Estrella,Metro,6.4,Viernes,21,0,0,7.2,3200,1,2025-09-19,Soleado
Envigado,Caribe,Cable,3.5,Lunes,20,0,0,12.0,0,0,2025-03-03,Nublado
Itagui,San Javier,Caminando,3.5,Domingo,0,0,1,7.2,0,0,2025-04-06,Nublado
Floresta,Industriales,Bus,12.2,Viernes,23,0,0,22.9,2800,0,2025-02-21,Nublado
Envigado,Itagui,Bus,10.1,Viernes,5,0,0,19.4,2800,0,2025-05-02,Nublado
San Antonio,Itagui,Taxi,7.8,Sabado,13,1,1,46.0,11688,0,2025-05-17,Nublado
Caribe,Cisneros,Cable,9.0,Jueves,7,1,0,41.9,0,0,2025-05-29,Tormenta
Sabaneta,Floresta,Metro,1.0,Jueves,14,1,0,1.6,3840,1,2025-04-03,Lluvia
Hospital,Santa Lucia,Caminando,11.1,Jueves,16,0,0,33.6,0,0,2025-08-28,Nublado
Itagui,Envigado,Caminando,1.4,Lunes,4,0,0,5.3,0,1,2025-05-05,Lluvia
Exposiciones,Estadio,Metro,1.5,Miercoles,6,1,0,1.9,3840,0,2025-10-08,Tormenta
Ayura,Envigado,Caminando,10.6,Domingo,14,1,1,42.5,0,0,2025-10-19,Lluvia
Caribe,Prado,Caminando,3.8,Lunes,1,0,0,11.9,0,0,2025-07-21,Soleado
Cisneros,Itagui,Caminando,1.9,Sabado,3,0,1,5.4,0,1,2025-06-14,Soleado
Niquia,Suramericana,Bus,11.9,Miercoles,18,1,0,34.7,3360,0,2025-11-26,Soleado
Madera,San Antonio,Bus,1.8,Martes,8,1,0,5.5,3360,0,2025-09-02,Tormenta
Madera,Hospital,Caminando,3.0,Sabado,2,0,1,5.8,0,1,2025-09-13,Nublado
Caribe,Acevedo,Cable,1.7,Martes,14,1,0,9.4,0,1,2025-07-29,Soleado
Exposiciones,Industriales,Metro,2.7,Sabado,5,0,1,2.2,3200,0,2025-03-08,Tormenta
Hospital,Universidad,Caminando,9.0,Domingo,1,0,1,21.3,0,0,2025-04-20,Nublado
Poblado,San Javier,Taxi,11.7,Miercoles,3,0,0,55.0,12860,1,2025-09-24,Tormenta
La Estrella,Ayura,Bus,14.7,Domingo,0,0,1,15.0,2800,1,2025-06-22,Nublado
Santa Lucia,Alpujarra,Taxi,12.3,Lunes,2,0,0,55.8,13340,0,2025-07-14,Nublado
Estadio,Santa Lucia,Caminando,4.2,Viernes,0,0,0,14.4,0,1,2025-09-12,Lluvia
Envigado,San Antonio,Caminando,11.7,Lunes,12,1,0,50.6,0,1,2025-07-07,Soleado
