estacion,dia_semana,hora,es_hora_pico,es_finde_semana,afluencia_1,afluencia_2,afluencia_3,afluencia_4,afluencia_promedio,capacidad_estacion,porcentaje_ocupacion,tiempo_espera_min,nivel_congestion,clima,evento_especial
Alpujarra,Miercoles,4,0,0,658,897,699,525,694.8,5000,13.9,5.2,Bajo,Nublado,0
Exposiciones,Viernes,20,0,0,1363,1619,662,2226,1467.5,5000,29.3,12.3,Bajo,Lluvia,0
Cisneros,Domingo,7,1,1,765,1178,764,1179,971.5,5000,19.4,5.4,Bajo,Nublado,0
Cisneros,Jueves,7,1,0,1918,1091,2072,2467,1887.0,5000,37.7,4.3,Bajo,Tormenta,0
Exposiciones,Martes,5,0,0,272,561,134,281,312.0,5000,6.2,6.0,Bajo,Lluvia,0
Acevedo,Viernes,1,0,0,855,852,238,1180,781.2,5000,15.6,2.5,Bajo,Tormenta,1
Parque Berrio,Viernes,7,1,0,3553,1766,4173,1096,2647.0,5000,52.9,16.1,Medio,Lluvia,1
Universidad,Martes,12,1,0,2661,852,3826,1992,2332.8,5000,46.7,7.2,Bajo,Nublado,0
Niquia,Domingo,12,1,1,1706,2248,1285,3061,2075.0,5000,41.5,3.8,Bajo,Lluvia,0
Universidad,Martes,4,0,0,312,631,608,134,421.2,5000,8.4,5.8,Bajo,Lluvia,0
La Estrella,Domingo,21,0,1,1070,603,463,802,734.5,5000,14.7,10.2,Bajo,Tormenta,0
Ayura,Miercoles,7,1,0,4385,2154,2563,2415,2879.2,5000,57.6,15.0,Medio,Soleado,0
Floresta,Domingo,6,1,1,482,2111,1427,1809,1457.2,5000,29.1,8.2,Bajo,Lluvia,0
Ayura,Martes,5,0,0,547,278,417,244,371.5,5000,7.4,5.2,Bajo,Tormenta,0
Caribe,Miercoles,1,0,0,356,161,359,518,348.5,5000,7.0,9.7,Bajo,Lluvia,0
Niquia,Lunes,16,0,0,1498,1298,2686,4962,2611.0,5000,52.2,15.0,Medio,Nublado,0
Estadio,Sabado,14,1,1,713,1785,1158,1416,1268.0,5000,25.4,22.1,Bajo,Lluvia,0
Floresta,Sabado,20,0,1,881,661,1012,387,735.2,5000,14.7,6.8,Bajo,Tormenta,0
Prado,Sabado,20,0,1,1068,665,922,723,844.5,5000,16.9,10.2,Bajo,Lluvia,0
Alpujarra,Domingo,18,1,1,2743,2346,2413,3438,2735.0,5000,54.7,9.4,Medio,Nublado,0
La Estrella,Miercoles,18,1,0,1468,950,2493,2649,1890.0,5000,37.8,14.7,Bajo,Lluvia,1
Madera,Jueves,8,1,0,2068,2018,1406,3241,2183.2,5000,43.7,17.9,Bajo,Soleado,0
San Antonio,Viernes,13,1,0,2608,3757,4086,1644,3023.8,5000,60.5,18.0,Medio,Tormenta,1
San Antonio,Miercoles,10,0,0,3030,2538,1791,926,2071.2,5000,41.4,3.9,Bajo,Soleado,0
La Estrella,Sabado,22,0,1,572,620,631,1286,777.2,5000,15.5,13.1,Bajo,Lluvia,0
Santa Lucia,Martes,3,0,0,202,405,457,515,394.8,5000,7.9,12.3,Bajo,Soleado,0
Hospital,Sabado,3,0,1,240,121,136,316,203.2,5000,4.1,5.6,Bajo,Nublado,0
Aguacatala,Viernes,4,0,0,299,565,552,448,466.0,5000,9.3,7.5,Bajo,Lluvia,1
Floresta,Martes,23,0,0,190,149,698,406,360.8,5000,7.2,12.8,Bajo,Tormenta,0
Acevedo,Viernes,10,0,0,2296,2077,2922,3211,2626.5,5000,52.5,3.4,Medio,Soleado,0
Envigado,Martes,21,0,0,2174,691,1506,653,1256.0,5000,25.1,13.5,Bajo,Nublado,0
San Javier,Domingo,23,0,1,209,155,149,327,210.0,5000,4.2,12.1,Bajo,Lluvia,0
Niquia,Martes,19,1,0,5472,5125,5086,5779,5365.5,5000,107.3,11.5,Alto,Lluvia,0
Estadio,Miercoles,13,1,0,2995,2625,2712,3682,3003.5,5000,60.1,16.1,Medio,Soleado,0
Floresta,Lunes,15,0,0,1046,1434,613,1871,1241.0,5000,24.8,6.0,Bajo,Soleado,0
Niquia,Miercoles,9,0,0,2448,3669,4251,1227,2898.8,5000,58.0,14.9,Medio,Tormenta,0
Santa Lucia,Jueves,22,0,0,2096,783,616,900,1098.8,5000,22.0,13.5,Bajo,Tormenta,0
Bello,Lunes,18,1,0,1818,1867,1799,1229,1678.2,5000,33.6,18.3,Bajo,Nublado,0
Exposiciones,Jueves,8,1,0,1667,1760,1672,991,1522.5,5000,30.4,21.0,Bajo,Lluvia,0
Industriales,Miercoles,20,0,0,1109,856,576,761,825.5,5000,16.5,9.4,Bajo,Lluvia,0
Aguacatala,Lunes,7,1,0,2519,2654,2828,1596,2399.2,5000,48.0,12.3,Bajo,Soleado,0
Santa Lucia,Martes,12,1,0,2534,3493,2181,2943,2787.8,5000,55.8,9.4,Medio,Soleado,0
Envigado,Miercoles,3,0,0,198,270,231,536,308.8,5000,6.2,9.5,Bajo,Tormenta,0
Alpujarra,Viernes,5,0,0,396,276,1010,453,533.8,5000,10.7,11.8,Bajo,Soleado,1
La Estrella,Miercoles,13,1,0,2227,899,3178,3650,2488.5,5000,49.8,22.4,Bajo,Soleado,0
Industriales,Miercoles,18,1,0,862,2801,1278,2257,1799.5,5000,36.0,22.2,Bajo,Tormenta,0
Hospital,Miercoles,23,0,0,309,266,435,464,368.5,5000,7.4,13.8,Bajo,Nublado,0
Exposiciones,Viernes,18,1,0,1642,1408,1533,1084,1416.8,5000,28.3,12.9,Bajo,Tormenta,1
Hospital,Jueves,4,0,0,299,163,132,478,268.0,5000,5.4,8.8,Bajo,Lluvia,0
Alpujarra,Jueves,2,0,0,915,584,606,626,682.8,5000,13.7,13.9,Bajo,Nublado,0
San Antonio,Miercoles,19,1,0,6356,4403,2811,3150,4180.0,5000,83.6,5.9,Alto,Nublado,0
La Estrella,Sabado,19,1,1,2346,1383,868,1683,1570.0,5000,31.4,10.3,Bajo,Lluvia,0
Suramericana,Domingo,0,0,1,302,190,138,165,198.8,5000,4.0,7.5,Bajo,Soleado,1
Bello,Sabado,23,0,1,326,115,91,321,213.2,5000,4.3,8.1,Bajo,Tormenta,1
Aguacatala,Miercoles,23,0,0,532,109,394,305,335.0,5000,6.7,9.9,Bajo,Nublado,1
Alpujarra,Lunes,14,1,0,4248,5712,7184,3566,5177.5,5000,103.6,5.9,Alto,Lluvia,0
Itagui,Lunes,23,0,0,313,475,433,358,394.8,5000,7.9,10.3,Bajo,Nublado,1
Sabaneta,Martes,1,0,0,384,308,700,319,427.8,5000,8.6,6.1,Bajo,Soleado,0
Sabaneta,Sabado,0,0,1,178,373,124,286,240.2,5000,4.8,3.0,Bajo,Tormenta,0
Envigado,Miercoles,12,1,0,3502,2979,2513,1170,2541.0,5000,50.8,4.4,Medio,Lluvia,0
Acevedo,Martes,0,0,0,985,954,297,1028,816.0,5000,16.3,3.3,Bajo,Lluvia,0
Industriales,Sabado,7,1,1,1585,876,695,502,914.5,5000,18.3,10.1,Bajo,Soleado,0
Aguacatala,Domingo,19,1,1,1043,2179,1544,787,1388.2,5000,27.8,15.0,Bajo,Lluvia,1
Itagui,Viernes,11,1,0,1375,2736,1759,1082,1738.0,5000,34.8,7.2,Bajo,Nublado,0
Ayura,Miercoles,7,1,0,3329,1108,2211,3019,2416.8,5000,48.3,13.8,Bajo,Nublado,1
Floresta,Lunes,15,0,0,1881,1654,954,1554,1510.8,5000,30.2,10.9,Bajo,Lluvia,0
Cisneros,Domingo,17,1,1,1496,1507,834,1170,1251.8,5000,25.0,3.7,Bajo,Nublado,0
Caribe,Domingo,13,1,1,1152,1602,1300,1391,1361.2,5000,27.2,18.2,Bajo,Lluvia,0
Floresta,Miercoles,5,0,0,487,683,402,370,485.5,5000,9.7,9.8,Bajo,Nublado,0
Hospital,Sabado,11,1,1,2380,1048,1342,1279,1512.2,5000,30.2,18.3,Bajo,Tormenta,0
Itagui,Jueves,20,0,0,1183,862,1375,634,1013.5,5000,20.3,6.2,Bajo,Nublado,0
Cisneros,Martes,4,0,0,130,407,414,330,320.2,5000,6.4,5.2,Bajo,Soleado,1
Universidad,Viernes,16,0,0,707,632,1118,2229,1171.5,5000,23.4,7.4,Bajo,Nublado,0
Bello,Domingo,1,0,1,281,194,122,255,213.0,5000,4.3,9.7,Bajo,Soleado,0
Sabaneta,Martes,23,0,0,198,168,407,258,257.8,5000,5.2,2.8,Bajo,Lluvia,0
San Javier,Jueves,9,0,0,1003,2406,749,941,1274.8,5000,25.5,13.8,Bajo,Tormenta,0
Bello,Miercoles,5,0,0,516,280,507,347,412.5,5000,8.2,10.0,Bajo,Soleado,0
Sabaneta,Domingo,15,0,1,784,589,520,863,689.0,5000,13.8,8.5,Bajo,Soleado,1
San Antonio,Martes,2,0,0,905,681,679,537,700.5,5000,14.0,9.7,Bajo,Nublado,1
San Antonio,Domingo,13,1,1,3023,3388,4366,2141,3229.5,5000,64.6,7.5,Medio,Nublado,0
Aguacatala,Domingo,0,0,1,277,252,201,288,254.5,5000,5.1,5.5,Bajo,Soleado,0
Ayura,Jueves,16,0,0,724,1181,661,528,773.5,5000,15.5,7.9,Bajo,Tormenta,1
Industriales,Domingo,14,1,1,809,1970,535,520,958.5,5000,19.2,12.2,Bajo,Lluvia,0
Envigado,Sabado,16,0,1,676,1276,893,353,799.5,5000,16.0,14.1,Bajo,Tormenta,0
Industriales,Jueves,0,0,0,418,350,312,368,362.0,5000,7.2,8.8,Bajo,Lluvia,0
Parque Berrio,Viernes,18,1,0,1830,2498,1906,1796,2007.5,5000,40.2,9.7,Bajo,Soleado,0
Envigado,Miercoles,6,1,0,4261,2891,1062,2658,2718.0,5000,54.4,14.2,Medio,Nublado,1
Poblado,Sabado,21,0,1,1666,5113,5185,2791,3688.8,5000,73.8,3.1,Medio,Soleado,0
Hospital,Jueves,20,0,0,1476,1580,2038,2096,1797.5,5000,35.9,10.3,Bajo,Nublado,0
Bello,Miercoles,1,0,0,345,357,214,193,277.2,5000,5.5,2.1,Bajo,Tormenta,0
La Estrella,Jueves,0,0,0,450,524,437,143,388.5,5000,7.8,9.4,Bajo,Nublado,0
Floresta,Miercoles,23,0,0,466,503,468,223,415.0,5000,8.3,10.6,Bajo,Lluvia,0
Itagui,Martes,5,0,0,212,661,213,190,319.0,5000,6.4,8.5,Bajo,Tormenta,0
Bello,Sabado,0,0,1,205,187,147,134,168.2,5000,3.4,13.0,Bajo,Tormenta,0
Poblado,Sabado,8,1,1,4518,3715,9838,9435,6876.5,5000,137.5,8.3,Alto,Tormenta,0
Alpujarra,Domingo,11,1,1,2437,1356,5239,1115,2536.8,5000,50.7,13.8,Medio,Nublado,0
Industriales,Viernes,4,0,0,157,270,269,224,230.0,5000,4.6,13.1,Bajo,Soleado,1
San Javier,Domingo,13,1,1,1659,1446,1191,1591,1471.8,5000,29.4,14.7,Bajo,Tormenta,0
Alpujarra,Jueves,0,0,0,1011,743,903,1283,985.0,5000,19.7,9.6,Bajo,Nublado,0
Acevedo,Jueves,11,1,0,1840,6690,5477,3083,4272.5,5000,85.5,9.4,Alto,Tormenta,0
Sabaneta,Viernes,18,1,0,4014,2790,3465,2238,3126.8,5000,62.5,12.9,Medio,Nublado,1
Cisneros,Domingo,0,0,1,125,191,200,136,163.0,5000,3.3,6.5,Bajo,Lluvia,0
Sabaneta,Sabado,21,0,1,762,700,435,467,591.0,5000,11.8,10.6,Bajo,Lluvia,0
Prado,Sabado,5,0,1,442,217,89,251,249.8,5000,5.0,8.4,Bajo,Tormenta,1
Floresta,Martes,7,1,0,2838,1935,2053,2848,2418.5,5000,48.4,6.9,Bajo,Soleado,0
Poblado,Martes,17,1,0,5206,3401,1994,5583,4046.0,5000,80.9,14.4,Alto,Tormenta,0
Tricentenario,Jueves,18,1,0,1811,3678,1512,2861,2465.5,5000,49.3,15.6,Bajo,Tormenta,0
Acevedo,Jueves,3,0,0,1265,643,611,563,770.5,5000,15.4,11.8,Bajo,Soleado,0
Estadio,Sabado,10,0,1,636,494,809,766,676.2,5000,13.5,13.3,Bajo,Tormenta,0
Industriales,Lunes,17,1,0,886,3662,2277,936,1940.2,5000,38.8,11.6,Bajo,Tormenta,0
Industriales,Martes,11,1,0,3506,1775,2782,3240,2825.8,5000,56.5,19.6,Medio,Tormenta,0
Madera,Sabado,11,1,1,1579,1732,764,1435,1377.5,5000,27.6,14.4,Bajo,Tormenta,0
Suramericana,Jueves,22,0,0,991,1215,1367,1599,1293.0,5000,25.9,12.1,Bajo,Tormenta,0
Estadio,Miercoles,2,0,0,269,613,251,540,418.2,5000,8.4,9.7,Bajo,Lluvia,0
Aguacatala,Martes,6,1,0,2623,1979,1941,2061,2151.0,5000,43.0,21.5,Bajo,Lluvia,0
Prado,Viernes,13,1,0,2108,2873,903,2892,2194.0,5000,43.9,13.6,Bajo,Tormenta,1
Acevedo,Sabado,2,0,1,645,338,344,482,452.2,5000,9.0,6.9,Bajo,Nublado,0
Aguacatala,Martes,0,0,0,266,704,439,669,519.5,5000,10.4,14.9,Bajo,Tormenta,0
Caribe,Domingo,1,0,1,226,114,108,271,179.8,5000,3.6,4.4,Bajo,Nublado,0
Sabaneta,Viernes,19,1,0,3131,3418,1702,3329,2895.0,5000,57.9,13.5,Medio,Soleado,1
Santa Lucia,Martes,19,1,0,2238,2539,3530,3132,2859.8,5000,57.2,6.6,Medio,Tormenta,0
San Javier,Sabado,2,0,1,199,231,248,149,206.8,5000,4.1,9.8,Bajo,Lluvia,1
Hospital,Viernes,2,0,0,539,552,550,200,460.2,5000,9.2,2.5,Bajo,Nublado,0
Exposiciones,Lunes,12,1,0,1477,1810,3168,2723,2294.5,5000,45.9,15.0,Bajo,Soleado,1
Alpujarra,Sabado,9,0,1,2988,755,1064,2258,1766.2,5000,35.3,6.2,Bajo,Soleado,0
Madera,Miercoles,15,0,0,408,1833,1143,1561,1236.2,5000,24.7,14.0,Bajo,Nublado,0
Sabaneta,Miercoles,4,0,0,506,218,391,649,441.0,5000,8.8,2.7,Bajo,Tormenta,0
Hospital,Sabado,12,1,1,2142,1646,1160,1984,1733.0,5000,34.7,3.8,Bajo,Nublado,0
Exposiciones,Domingo,4,0,1,593,582,466,459,525.0,5000,10.5,5.7,Bajo,Tormenta,0
Ayura,Miercoles,20,0,0,838,782,926,2102,1162.0,5000,23.2,4.3,Bajo,Nublado,1
San Antonio,Sabado,3,0,1,814,448,449,840,637.8,5000,12.8,12.7,Bajo,Nublado,0
Sabaneta,Miercoles,22,0,0,2347,758,1887,693,1421.2,5000,28.4,13.8,Bajo,Nublado,0
Acevedo,Sabado,19,1,1,1901,3726,1401,4179,2801.8,5000,56.0,5.9,Medio,Nublado,1
Estadio,Jueves,19,1,0,1189,2525,1653,2567,1983.5,5000,39.7,19.2,Bajo,Lluvia,0
San Antonio,Lunes,23,0,0,560,530,1289,1088,866.8,5000,17.3,8.4,Bajo,Tormenta,0
Caribe,Martes,6,1,0,2371,2967,2936,2760,2758.5,5000,55.2,19.6,Medio,Nublado,1
Envigado,Martes,2,0,0,421,150,349,173,273.2,5000,5.5,13.9,Bajo,Lluvia,0
Exposiciones,Lunes,23,0,0,527,304,339,336,376.5,5000,7.5,10.1,Bajo,Soleado,0
Hospital,Sabado,7,1,1,1131,2116,1228,667,1285.5,5000,25.7,17.9,Bajo,Lluvia,0
Estadio,Miercoles,22,0,0,1706,815,1144,1453,1279.5,5000,25.6,14.2,Bajo,Nublado,0
Bello,Miercoles,14,1,0,3755,1471,1333,2417,2244.0,5000,44.9,15.3,Bajo,Tormenta,1
Hospital,Miercoles,15,0,0,1910,1594,2060,1576,1785.0,5000,35.7,14.0,Bajo,Tormenta,0
Industriales,Miercoles,3,0,0,556,369,150,125,300.0,5000,6.0,14.2,Bajo,Lluvia,0
Ayura,Martes,10,0,0,1409,1296,817,1378,1225.0,5000,24.5,13.0,Bajo,Tormenta,0
San Javier,Viernes,4,0,0,726,339,191,407,415.8,5000,8.3,4.6,Bajo,Nublado,1
Cisneros,Sabado,2,0,1,345,204,396,106,262.8,5000,5.3,14.9,Bajo,Tormenta,0
Cisneros,Viernes,21,0,0,1585,2130,957,1592,1566.0,5000,31.3,9.7,Bajo,Nublado,1
Itagui,Viernes,1,0,0,132,124,236,189,170.2,5000,3.4,8.6,Bajo,Lluvia,0
Itagui,Martes,6,1,0,3107,1639,1251,1746,1935.8,5000,38.7,13.3,Bajo,Nublado,0
Estadio,Lunes,19,1,0,2503,1516,1208,1899,1781.5,5000,35.6,3.6,Bajo,Soleado,0
San Javier,Sabado,15,0,1,1060,624,378,822,721.0,5000,14.4,3.3,Bajo,Lluvia,0
Niquia,Viernes,1,0,0,822,987,815,861,871.2,5000,17.4,2.4,Bajo,Tormenta,1
Cisneros,Jueves,12,1,0,4027,1640,1153,1838,2164.5,5000,43.3,4.5,Bajo,Lluvia,0
Tricentenario,Domingo,12,1,1,852,611,1870,1015,1087.0,5000,21.7,9.7,Bajo,Tormenta,1
Suramericana,Jueves,6,1,0,1759,3225,1644,2886,2378.5,5000,47.6,9.0,Bajo,Lluvia,0
Madera,Jueves,21,0,0,2072,1215,611,610,1127.0,5000,22.5,7.7,Bajo,Tormenta,1
Hospital,Jueves,15,0,0,1158,1642,1296,1340,1359.0,5000,27.2,4.7,Bajo,Soleado,1
Cisneros,Viernes,3,0,0,497,369,248,435,387.2,5000,7.7,3.6,Bajo,Nublado,0
San Javier,Domingo,16,0,1,387,519,692,362,490.0,5000,9.8,5.9,Bajo,Soleado,0
Prado,Sabado,8,1,1,1192,1247,1642,1464,1386.2,5000,27.7,3.2,Bajo,Tormenta,0
La Estrella,Domingo,4,0,1,135,157,97,172,140.2,5000,2.8,10.0,Bajo,Nublado,0
Hospital,Sabado,3,0,1,296,224,198,174,223.0,5000,4.5,7.1,Bajo,Tormenta,0
Floresta,Martes,11,1,0,3465,3040,2704,3955,3291.0,5000,65.8,5.2,Medio,Lluvia,1
Suramericana,Miercoles,12,1,0,3622,2191,2571,2297,2670.2,5000,53.4,16.2,Medio,Soleado,0
Envigado,Domingo,15,0,1,1017,1356,831,785,997.2,5000,19.9,11.3,Bajo,Lluvia,1
Exposiciones,Lunes,9,0,0,1570,616,589,1730,1126.2,5000,22.5,5.2,Bajo,Nublado,0
Hospital,Sabado,4,0,1,189,136,281,221,206.8,5000,4.1,6.1,Bajo,Soleado,1
La Estrella,Sabado,10,0,1,431,883,796,419,632.2,5000,12.6,2.6,Bajo,Soleado,0
Bello,Domingo,6,1,1,810,1578,656,1471,1128.8,5000,22.6,20.8,Bajo,Lluvia,0
Caribe,Miercoles,16,0,0,761,1583,842,1655,1210.2,5000,24.2,8.3,Bajo,Soleado,0
Exposiciones,Domingo,2,0,1,422,531,566,834,588.2,5000,11.8,11.2,Bajo,Tormenta,0
La Estrella,Lunes,21,0,0,2275,1867,590,525,1314.2,5000,26.3,7.2,Bajo,Lluvia,1
Cisneros,Viernes,15,0,0,845,1353,865,669,933.0,5000,18.7,7.8,Bajo,Tormenta,0
Estadio,Martes,0,0,0,395,174,425,386,345.0,5000,6.9,7.2,Bajo,Nublado,0
Caribe,Jueves,10,0,0,2310,1521,761,574,1291.5,5000,25.8,8.4,Bajo,Tormenta,0
Tricentenario,Domingo,1,0,1,98,222,224,209,188.2,5000,3.8,3.2,Bajo,Tormenta,1
Niquia,Lunes,22,0,0,2600,3487,1064,3953,2776.0,5000,55.5,11.6,Medio,Lluvia,0
Prado,Domingo,19,1,1,2164,669,517,1711,1265.2,5000,25.3,16.6,Bajo,Nublado,1
La Estrella,Domingo,4,0,1,268,313,139,211,232.8,5000,4.7,15.0,Bajo,Soleado,0
Industriales,Miercoles,0,0,0,340,166,230,471,301.8,5000,6.0,3.0,Bajo,Tormenta,0
Acevedo,Martes,6,1,0,3760,4916,3134,4156,3991.5,5000,79.8,6.7,Medio,Tormenta,0
Prado,Sabado,11,1,1,1265,1086,883,961,1048.8,5000,21.0,11.0,Bajo,Soleado,0
Sabaneta,Martes,11,1,0,2307,1042,4123,1907,2344.8,5000,46.9,11.6,Bajo,Soleado,1
Niquia,Martes,23,0,0,427,352,549,1079,601.8,5000,12.0,14.4,Bajo,Lluvia,1
Madera,Lunes,15,0,0,1330,1633,845,626,1108.5,5000,22.2,10.6,Bajo,Nublado,0
San Javier,Domingo,23,0,1,308,329,317,293,311.8,5000,6.2,9.2,Bajo,Soleado,0
Exposiciones,Martes,12,1,0,1260,1887,3141,1609,1974.2,5000,39.5,19.5,Bajo,Soleado,1
Suramericana,Martes,16,0,0,797,847,857,963,866.0,5000,17.3,14.0,Bajo,Lluvia,1
Parque Berrio,Miercoles,18,1,0,2556,1115,2117,2368,2039.0,5000,40.8,13.5,Bajo,Lluvia,0
Floresta,Sabado,7,1,1,2118,745,2125,1953,1735.2,5000,34.7,5.7,Bajo,Soleado,1
Acevedo,Sabado,3,0,1,213,334,441,719,426.8,5000,8.5,2.9,Bajo,Nublado,1
La Estrella,Jueves,23,0,0,410,477,370,352,402.2,5000,8.0,7.5,Bajo,Tormenta,0
Floresta,Viernes,5,0,0,175,562,616,195,387.0,5000,7.7,14.0,Bajo,Nublado,0
Madera,Lunes,5,0,0,148,337,566,611,415.5,5000,8.3,12.7,Bajo,Lluvia,0
Madera,Martes,5,0,0,419,410,460,288,394.2,5000,7.9,11.2,Bajo,Lluvia,0
Cisneros,Miercoles,2,0,0,568,410,482,400,465.0,5000,9.3,3.0,Bajo,Tormenta,0
Itagui,Martes,8,1,0,2914,1503,1124,2444,1996.2,5000,39.9,19.2,Bajo,Soleado,1
Bello,Domingo,20,0,1,554,572,275,613,503.5,5000,10.1,8.6,Bajo,Soleado,0
Estadio,Viernes,17,1,0,2206,1914,1528,3208,2214.0,5000,44.3,15.2,Bajo,Soleado,1
Aguacatala,Martes,2,0,0,395,396,502,458,437.8,5000,8.8,5.0,Bajo,Soleado,0
Suramericana,Martes,13,1,0,1141,2011,2499,1947,1899.5,5000,38.0,19.7,Bajo,Lluvia,0
Universidad,Domingo,2,0,1,150,273,215,225,215.8,5000,4.3,13.7,Bajo,Soleado,0
Itagui,Jueves,18,1,0,1373,2197,2033,1837,1860.0,5000,37.2,8.2,Bajo,Tormenta,1
La Estrella,Sabado,13,1,1,628,1333,491,706,789.5,5000,15.8,6.1,Bajo,Tormenta,0
Poblado,Viernes,22,0,0,2361,4631,3628,3148,3442.0,5000,68.8,14.4,Medio,Tormenta,0
Itagui,Miercoles,6,1,0,1260,2771,1527,2976,2133.5,5000,42.7,22.0,Bajo,Nublado,1
Tricentenario,Sabado,5,0,1,362,94,145,287,222.0,5000,4.4,4.0,Bajo,Soleado,0
Madera,Sabado,1,0,1,332,239,390,230,297.8,5000,6.0,11.5,Bajo,Lluvia,1
Acevedo,Martes,21,0,0,977,2908,1076,2867,1957.0,5000,39.1,13.6,Bajo,Soleado,0
Bello,Jueves,8,1,0,3540,2744,2373,1911,2642.0,5000,52.8,15.8,Medio,Lluvia,0
San Antonio,Jueves,12,1,0,6053,3678,7890,1518,4784.8,5000,95.7,11.7,Alto,Tormenta,0
Poblado,Martes,11,1,0,2085,3131,6905,4973,4273.5,5000,85.5,17.2,Alto,Tormenta,1
Envigado,Sabado,6,1,1,1382,595,1868,1395,1310.0,5000,26.2,19.3,Bajo,Lluvia,1
Alpujarra,Jueves,2,0,0,445,981,1051,748,806.2,5000,16.1,14.2,Bajo,Tormenta,0
Poblado,Jueves,8,1,0,4023,3410,2791,3567,3447.8,5000,69.0,14.9,Medio,Tormenta,0
Prado,Miercoles,8,1,0,1255,4370,3190,2476,2822.8,5000,56.5,19.7,Medio,Nublado,1
Suramericana,Domingo,11,1,1,1536,1118,1153,2607,1603.5,5000,32.1,5.9,Bajo,Soleado,0
Universidad,Viernes,16,0,0,621,1467,1697,1470,1313.8,5000,26.3,3.4,Bajo,Nublado,0
Itagui,Lunes,3,0,0,434,605,230,243,378.0,5000,7.6,7.7,Bajo,Tormenta,0
Sabaneta,Viernes,3,0,0,380,345,161,579,366.2,5000,7.3,13.5,Bajo,Tormenta,0
San Javier,Martes,9,0,0,749,2049,1126,1926,1462.5,5000,29.2,9.2,Bajo,Tormenta,1
Industriales,Sabado,19,1,1,1311,1351,1250,2564,1619.0,5000,32.4,5.9,Bajo,Tormenta,0
Madera,Viernes,18,1,0,2849,1131,1040,3042,2015.5,5000,40.3,21.5,Bajo,Tormenta,0
Caribe,Martes,15,0,0,1026,1770,984,1258,1259.5,5000,25.2,11.5,Bajo,Nublado,0
Madera,Jueves,6,1,0,2231,1389,2268,1962,1962.5,5000,39.2,21.6,Bajo,Lluvia,0
Hospital,Lunes,6,1,0,2204,2867,975,2226,2068.0,5000,41.4,20.1,Bajo,Nublado,0
Santa Lucia,Viernes,13,1,0,3599,2577,3258,1438,2718.0,5000,54.4,5.6,Medio,Soleado,0
Ayura,Martes,19,1,0,1492,3392,1005,1899,1947.0,5000,38.9,9.2,Bajo,Nublado,1
Poblado,Martes,3,0,0,845,497,824,1230,849.0,5000,17.0,4.7,Bajo,Tormenta,0
Cisneros,Sabado,5,0,1,148,285,180,151,191.0,5000,3.8,10.4,Bajo,Soleado,1
Itagui,Sabado,2,0,1,99,222,228,349,224.5,5000,4.5,7.9,Bajo,Soleado,1
Itagui,Sabado,19,1,1,1258,868,1228,841,1048.8,5000,21.0,18.5,Bajo,Nublado,1
San Javier,Sabado,11,1,1,462,1278,1020,820,895.0,5000,17.9,16.0,Bajo,Nublado,0
Suramericana,Martes,3,0,0,701,630,238,255,456.0,5000,9.1,8.2,Bajo,Lluvia,0
Envigado,Martes,4,0,0,455,247,552,139,348.2,5000,7.0,9.0,Bajo,Soleado,0
Niquia,Lunes,3,0,0,769,1085,621,543,754.5,5000,15.1,10.8,Bajo,Tormenta,1
Acevedo,Jueves,22,0,0,3434,4001,1750,3115,3075.0,5000,61.5,3.3,Medio,Nublado,0
Sabaneta,Miercoles,7,1,0,4575,3553,3062,3924,3778.5,5000,75.6,7.2,Medio,Tormenta,0
Caribe,Domingo,10,0,1,497,521,577,325,480.0,5000,9.6,2.9,Bajo,Nublado,0
Aguacatala,Domingo,10,0,1,1383,569,1108,864,981.0,5000,19.6,10.1,Bajo,Tormenta,0
Suramericana,Sabado,13,1,1,863,1695,1256,628,1110.5,5000,22.2,5.6,Bajo,Nublado,0
San Javier,Miercoles,15,0,0,861,1068,1045,1968,1235.5,5000,24.7,7.7,Bajo,Tormenta,0
Ayura,Lunes,0,0,0,328,186,418,371,325.8,5000,6.5,12.1,Bajo,Nublado,1
Tricentenario,Miercoles,9,0,0,608,1816,944,1252,1155.0,5000,23.1,10.5,Bajo,Soleado,1
Envigado,Jueves,1,0,0,483,617,416,298,453.5,5000,9.1,12.9,Bajo,Nublado,1
Caribe,Domingo,15,0,1,294,943,622,1127,746.5,5000,14.9,14.7,Bajo,Tormenta,0
Exposiciones,Viernes,5,0,0,170,578,508,592,462.0,5000,9.2,5.4,Bajo,Lluvia,1
Santa Lucia,Martes,4,0,0,158,138,326,201,205.8,5000,4.1,7.4,Bajo,Lluvia,0
Alpujarra,Viernes,12,1,0,5613,2411,2123,6110,4064.2,5000,81.3,19.3,Alto,Lluvia,0
Niquia,Jueves,10,0,0,2307,3116,2456,2707,2646.5,5000,52.9,6.0,Medio,Soleado,1
Parque Berrio,Jueves,8,1,0,2250,2185,1564,1323,1830.5,5000,36.6,19.5,Bajo,Soleado,0
La Estrella,Martes,22,0,0,775,1466,1358,1844,1360.8,5000,27.2,7.5,Bajo,Nublado,0
Hospital,Viernes,22,0,0,1699,1364,1133,599,1198.8,5000,24.0,11.2,Bajo,Tormenta,0
Floresta,Sabado,17,1,1,675,1500,889,1524,1147.0,5000,22.9,16.3,Bajo,Tormenta,0
Aguacatala,Miercoles,2,0,0,289,422,174,278,290.8,5000,5.8,8.2,Bajo,Soleado,1
